
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
35,Frank Brickowski,C,30,SAS,78,12,18.4,2.7,5.0,.545,0.0,0.0,.000,2.7,4.9,.548,.545,1.2,1.8,.674,1.1,3.1,4.2,1.3,0.8,0.5,1.2,2.9,6.6
36,Scott Brooks,PG,24,PHI,72,1,13.5,1.7,3.8,.431,0.4,1.1,.392,1.2,2.7,.447,.487,0.7,0.8,.877,0.2,0.7,0.9,2.9,0.7,0.0,0.5,1.5,4.4
37,Chucky Brown,SF,21,CLE,75,35,17.9,2.8,6.0,.470,0.0,0.1,.000,2.8,5.9,.477,.470,1.7,2.2,.762,1.1,2.0,3.1,0.7,0.4,0.3,0.9,2.0,7.3
38,Mike Brown,C,26,UTA,82,0,17.0,2.2,4.2,.515,0.0,0.0,.500,2.1,4.2,.515,.516,1.9,2.4,.789,1.4,3.2,4.5,0.6,0.4,0.3,1.1,2.3,6.2
39,Raymond Brown,PF,24,UTA,16,0,3.5,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.0,0.1,.000,0.6,0.3,0.9,0.3,0.0,0.0,0.4,0.7,1.0
40,Tony Brown,SF,29,MIL,61,10,10.4,1.4,3.4,.427,0.1,0.3,.250,1.4,3.0,.446,.439,0.6,0.9,.679,0.6,0.5,1.2,0.7,0.5,0.1,0.8,1.3,3.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Stanley Brundy,SF,22,NJN,16,0,8.0,0.9,1.9,.500,0.0,0.0,,0.9,1.9,.500,.500,0.4,1.1,.389,0.9,0.7,1.6,0.2,0.4,0.3,0.4,1.5,2.3
42,Mark Bryant,PF,24,POR,58,0,9.7,1.2,2.6,.458,0.0,0.0,,1.2,2.6,.458,.458,0.5,0.9,.560,0.9,1.6,2.5,0.2,0.3,0.2,0.4,1.6,2.9
43,Torgeir Bryn,C,25,LAC,3,0,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,1.3,2.0,.667,0.0,0.7,0.7,0.0,0.7,0.3,0.3,1.7,1.3
44,Steve Bucknall,SG,23,LAL,18,0,4.2,0.5,1.8,.273,0.0,0.1,.000,0.5,1.8,.281,.273,0.3,0.3,.833,0.3,0.1,0.4,0.6,0.1,0.1,0.6,0.6,1.3
45,Greg Butler,C,23,NYK,13,0,2.5,0.2,0.9,.250,0.0,0.0,,0.2,0.9,.250,.250,0.0,0.2,.000,0.2,0.5,0.7,0.1,0.0,0.0,0.2,0.6,0.5
46,Michael Cage,C,28,SEA,82,82,31.6,4.0,7.9,.504,0.0,0.0,,4.0,7.9,.504,.504,1.8,2.6,.698,3.7,6.3,10.0,0.9,1.0,0.5,1.1,2.8,9.7
47,Adrian Caldwell,PF,23,HOU,51,0,6.5,0.8,1.5,.553,0.0,0.0,,0.8,1.5,.553,.553,0.3,0.5,.464,0.7,1.4,2.1,0.1,0.2,0.4,0.6,1.4,1.9
48,Tony Campbell,SG,27,MIN,82,81,38.6,8.8,19.3,.457,0.1,0.7,.167,8.7,18.6,.468,.460,5.5,6.9,.787,2.5,3.0,5.5,2.6,1.4,0.4,3.1,3.2,23.2
49,Rick Carlisle,SG,30,NJN,5,0,4.2,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.0,0.0,,0.0,0.0,0.0,1.0,0.2,0.2,0.8,1.4,0.4
50,Antoine Carr,PF,28,TOT,77,4,22.4,4.6,9.4,.494,0.0,0.1,.000,4.6,9.3,.499,.494,3.1,3.9,.795,1.5,2.7,4.2,1.5,0.4,0.9,1.6,3.2,12.3
51,Joe Barry Carroll,C,31,TOT,76,47,22.6,4.1,10.0,.411,0.0,0.0,.000,4.1,10.0,.412,.411,1.8,2.3,.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,2.5,10.0
52,Bill Cartwright,C,32,CHI,71,71,30.4,4.1,8.4,.488,0.0,0.0,,4.1,8.4,.488,.488,3.2,3.9,.811,1.9,4.6,6.5,2.0,0.5,0.5,1.7,3.4,11.4
53,Terry Catledge,PF,26,ORL,74,72,33.3,7.4,15.6,.474,0.0,0.1,.250,7.4,15.5,.476,.475,4.6,6.6,.702,3.7,3.9,7.6,1.0,0.5,0.2,2.4,2.7,19.4
54,Tom Chambers,PF,30,PHO,81,81,37.6,10.0,20.0,.501,0.3,1.1,.279,9.7,18.9,.513,.508,6.9,8.0,.861,1.5,5.6,7.0,2.3,1.1,0.6,2.7,3.2,27.2
55,Rex Chapman,SG,22,CHH,54,52,32.6,7.0,17.1,.408,0.9,2.6,.331,6.1,14.5,.422,.433,2.7,3.6,.750,1.0,2.4,3.3,2.4,0.9,0.1,1.9,2.1,17.5
56,Maurice Cheeks,PG,33,TOT,81,62,31.1,3.8,7.5,.504,0.0,0.2,.250,3.7,7.3,.511,.507,2.1,2.5,.847,0.6,2.3,3.0,5.6,1.5,0.1,1.5,1.0,9.7
57,Derrick Chievous,SF,22,TOT,55,0,10.7,1.9,4.0,.477,0.1,0.2,.333,1.9,3.8,.483,.484,1.5,2.0,.721,0.6,1.0,1.6,0.6,0.5,0.1,0.8,1.3,5.3
58,Ben Coleman,PF,28,MIL,22,0,13.9,2.1,4.4,.474,0.0,0.0,.000,2.1,4.4,.479,.474,1.5,1.9,.829,1.4,2.5,4.0,0.5,0.3,0.3,1.2,2.5,5.7
59,Steve Colter,PG,27,WSB,73,1,13.4,1.9,4.1,.478,0.0,0.1,.000,1.9,4.0,.486,.478,1.1,1.3,.811,0.8,1.7,2.4,2.0,0.6,0.1,0.5,1.3,4.9
60,Lester Conner,PG,30,NJN,82,61,28.7,2.9,7.0,.414,0.0,0.2,.154,2.9,6.8,.420,.415,2.1,2.6,.804,1.1,2.1,3.2,4.7,2.1,0.1,1.7,2.2,7.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Michael Cooper,SG,33,LAL,80,10,23.1,2.4,6.2,.387,0.6,2.0,.318,1.8,4.2,.420,.438,1.0,1.2,.883,0.7,2.1,2.8,2.7,0.8,0.5,1.1,2.6,6.4
62,Wayne Cooper,C,33,POR,79,0,14.9,1.7,3.8,.454,0.0,0.0,.000,1.7,3.8,.458,.454,0.3,0.5,.641,1.5,2.8,4.3,0.6,0.2,1.2,0.5,2.7,3.8
63,Lanard Copeland,SG,24,PHI,23,0,4.8,1.3,3.0,.456,0.0,0.2,.200,1.3,2.7,.476,.463,0.5,0.6,.786,0.2,0.3,0.4,0.4,0.0,0.0,0.8,0.5,3.2
64,Tyrone Corbin,SF,27,MIN,82,80,36.7,6.4,13.2,.481,0.0,0.1,.000,6.4,13.1,.486,.481,2.0,2.5,.770,2.7,4.7,7.4,2.6,2.1,0.5,1.7,3.5,14.7
65,Dave Corzine,C,33,ORL,6,3,13.2,1.8,4.8,.379,0.0,0.0,,1.8,4.8,.379,.379,0.0,0.3,.000,1.2,1.8,3.0,0.3,0.3,0.0,1.3,1.2,3.7
66,Pat Cummings,C,33,MIA,37,1,10.6,2.1,4.3,.484,0.0,0.0,,2.1,4.3,.484,.484,0.6,1.0,.568,0.8,1.8,2.5,0.4,0.3,0.1,0.9,1.6,4.7
67,Terry Cummings,PF,28,SAS,81,78,34.8,9.0,18.9,.475,0.2,0.7,.322,8.8,18.2,.481,.481,4.2,5.4,.780,2.8,5.6,8.4,2.7,1.4,0.6,2.5,3.5,22.4
68,Dell Curry,SG,25,CHH,67,13,27.8,6.9,14.8,.466,0.8,2.2,.354,6.1,12.6,.485,.492,1.4,1.6,.923,0.5,2.0,2.5,2.4,1.5,0.4,1.5,2.2,16.0
69,Quintin Dailey,SG,29,SEA,30,2,16.4,3.2,8.0,.404,0.0,0.2,.200,3.2,7.8,.409,.406,1.7,2.2,.788,0.6,1.1,1.7,1.1,0.4,0.0,1.1,2.1,8.2
70,Adrian Dantley*,SF,33,DAL,45,45,28.9,5.1,10.8,.477,0.0,0.0,.000,5.1,10.7,.479,.477,4.4,5.6,.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7
71,Brad Daugherty,C,24,CLE,41,40,35.1,6.0,12.4,.479,0.0,0.0,.000,6.0,12.4,.481,.479,4.9,7.0,.704,1.9,7.2,9.1,3.2,0.7,0.5,2.7,2.6,16.8
72,Brad Davis,PG,34,DAL,73,2,17.7,2.5,5.0,.490,0.5,1.4,.337,2.0,3.6,.552,.538,1.1,1.4,.770,0.2,1.1,1.3,3.3,0.6,0.1,1.2,2.1,6.4
73,Charles Davis,SF,31,CHI,53,0,8.1,1.1,3.0,.367,0.1,0.5,.280,1.0,2.5,.383,.389,0.1,0.2,.875,0.5,1.1,1.5,0.3,0.2,0.2,0.4,1.0,2.5
74,Terry Davis,PF,22,MIA,63,9,14.0,1.9,4.2,.466,0.0,0.0,.000,1.9,4.1,.467,.466,0.9,1.4,.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,2.7,4.7
75,Walter Davis,SG,35,DEN,69,0,23.7,7.2,15.0,.481,0.1,0.7,.130,7.1,14.3,.497,.484,3.0,3.3,.912,0.7,1.9,2.6,2.2,0.9,0.1,1.5,2.3,17.5
76,Johnny Dawkins,PG,26,PHI,81,81,35.4,5.7,11.7,.489,0.3,0.8,.333,5.5,10.9,.501,.501,2.6,3.0,.861,0.6,2.5,3.0,7.4,1.5,0.1,2.6,2.0,14.3
77,Vinny Del Negro,SG,23,SAC,76,29,24.4,3.9,8.5,.462,0.1,0.4,.313,3.8,8.0,.470,.470,1.8,2.0,.871,0.5,2.1,2.6,3.3,0.8,0.1,1.5,2.4,9.7
78,Byron Dinkins,PG,22,HOU,33,0,11.0,1.3,3.3,.404,0.0,0.3,.111,1.3,3.0,.430,.408,0.8,0.9,.867,0.4,0.8,1.2,2.3,0.6,0.1,1.1,0.9,3.5
79,Vlade Divac,C,21,LAL,82,5,19.6,3.3,6.7,.499,0.0,0.1,.000,3.3,6.6,.504,.499,1.9,2.6,.708,2.0,4.2,6.2,0.9,1.0,1.4,1.3,2.9,8.5
80,James Donaldson,C,32,DAL,73,73,31.0,3.5,6.6,.539,0.0,0.0,,3.5,6.6,.539,.539,2.0,2.9,.700,2.1,6.5,8.6,0.8,0.3,0.6,1.6,1.8,9.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Sherman Douglas,PG,23,MIA,81,66,30.5,5.7,11.6,.494,0.1,0.4,.161,5.7,11.2,.505,.496,2.8,4.0,.687,0.9,1.7,2.5,7.6,1.8,0.1,3.0,2.3,14.3
82,Terry Dozier,SF,23,CHH,9,0,10.2,1.0,3.0,.333,0.0,0.1,.000,1.0,2.9,.346,.333,0.4,0.9,.500,0.8,0.9,1.7,0.3,0.7,0.2,0.8,1.1,2.4
83,Greg Dreiling,C,27,IND,49,0,6.3,0.4,1.1,.377,0.0,0.0,,0.4,1.1,.377,.377,0.5,0.7,.735,0.4,1.3,1.8,0.2,0.1,0.3,0.4,1.4,1.3
84,Larry Drew,PG,31,LAL,80,3,16.7,2.1,4.8,.444,0.4,1.0,.395,1.7,3.8,.457,.486,0.6,0.8,.767,0.2,1.1,1.2,2.7,0.6,0.1,1.2,1.2,5.2
85,Clyde Drexler*,SG,27,POR,73,73,36.8,9.2,18.6,.494,0.4,1.5,.283,8.8,17.1,.512,.505,4.6,5.9,.774,2.8,4.1,6.9,5.9,2.0,0.7,2.6,3.0,23.3
86,Kevin Duckworth,C,25,POR,82,82,30.0,6.7,14.0,.478,0.0,0.0,,6.7,14.0,.478,.478,2.8,3.8,.740,2.2,4.0,6.2,1.1,0.4,0.4,2.1,3.3,16.2
87,Chris Dudley,PF,24,TOT,64,30,21.2,2.3,5.5,.411,0.0,0.0,,2.3,5.5,.411,.411,0.9,2.8,.319,2.7,3.9,6.6,0.6,0.6,1.1,1.3,2.6,5.5
88,Joe Dumars*,SG,26,DET,75,71,34.4,6.8,14.1,.480,0.3,0.7,.400,6.5,13.4,.485,.491,4.0,4.4,.900,0.8,2.0,2.8,4.9,0.8,0.0,1.9,1.7,17.8
89,Mike Dunleavy,PG,35,MIL,5,0,8.6,0.8,2.8,.286,0.4,1.8,.222,0.4,1.0,.400,.357,1.4,1.6,.875,0.0,0.4,0.4,2.0,0.2,0.0,1.6,1.4,3.4
90,T.R. Dunn,SF,34,DEN,65,2,10.1,0.7,1.5,.454,0.0,0.0,.000,0.7,1.5,.463,.454,0.4,0.6,.667,0.9,1.3,2.1,0.7,0.6,0.1,0.3,1.0,1.8
91,Ledell Eackles,SG,23,WSB,78,8,21.7,5.3,12.1,.439,0.2,0.8,.322,5.1,11.3,.447,.449,2.7,3.6,.750,0.9,1.3,2.2,2.3,0.6,0.1,1.8,2.0,13.5
92,Mark Eaton,C,33,UTA,82,82,27.8,1.9,3.7,.527,0.0,0.0,,1.9,3.7,.527,.527,1.0,1.4,.669,2.1,5.2,7.3,0.5,0.4,2.5,0.9,2.9,4.8
93,Blue Edwards,SF,24,UTA,82,49,23.0,3.5,6.9,.507,0.1,0.4,.300,3.4,6.5,.519,.515,1.8,2.5,.719,0.8,2.2,3.1,1.8,0.9,0.4,1.9,3.4,8.9
94,James Edwards,C,34,DET,82,70,27.8,5.6,11.3,.498,0.0,0.0,.000,5.6,11.3,.499,.498,3.2,4.3,.749,1.4,2.8,4.2,0.8,0.3,0.5,1.6,3.6,14.5
95,Jay Edwards,SG,21,LAC,4,0,6.5,0.8,1.8,.429,0.0,0.5,.000,0.8,1.3,.600,.429,0.3,0.8,.333,0.3,0.3,0.5,1.0,0.3,0.0,0.3,1.0,1.8
96,Kevin Edwards,SG,24,MIA,78,54,28.3,5.1,12.3,.412,0.1,0.4,.300,4.9,11.9,.416,.417,1.8,2.3,.760,1.0,2.6,3.6,3.2,1.6,0.4,2.3,1.9,12.0
97,Craig Ehlo,SG,28,CLE,81,64,35.7,5.4,11.6,.464,1.3,3.1,.419,4.1,8.5,.480,.519,1.6,2.3,.681,1.8,3.6,5.4,4.6,1.6,0.3,2.0,2.8,13.6
98,Sean Elliott,SF,21,SAS,81,69,25.1,3.8,8.0,.481,0.0,0.1,.111,3.8,7.9,.486,.481,2.3,2.7,.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,2.1,10.0
99,Dale Ellis,SG,29,SEA,55,49,37.0,9.1,18.4,.497,1.7,4.7,.375,7.4,13.7,.538,.544,3.5,4.3,.818,1.6,2.7,4.3,2.0,1.1,0.1,2.2,2.3,23.5
100,Pervis Ellison,C,22,SAC,34,22,25.5,3.3,7.4,.442,0.0,0.1,.000,3.3,7.3,.446,.442,1.4,2.3,.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,3.9,8.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Alex English*,SF,36,DEN,80,80,27.6,7.9,16.2,.491,0.0,0.1,.400,7.9,16.1,.491,.492,2.0,2.3,.880,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9
102,Patrick Ewing*,C,27,NYK,82,82,38.6,11.2,20.4,.551,0.0,0.0,.250,11.2,20.4,.552,.551,6.1,7.9,.775,2.9,8.0,10.9,2.2,1.0,4.0,3.4,4.0,28.6
103,Jim Farmer,SG,25,SEA,38,0,10.5,2.3,5.3,.438,0.2,0.7,.296,2.1,4.6,.460,.458,1.5,2.1,.713,0.4,0.7,1.1,0.7,0.4,0.0,0.7,1.2,6.4
104,Duane Ferrell,SF,24,ATL,14,0,2.1,0.4,1.0,.357,0.0,0.1,.000,0.4,0.9,.385,.357,0.1,0.4,.333,0.2,0.3,0.5,0.1,0.1,0.0,0.1,0.2,0.9
105,Vern Fleming,PG,27,IND,82,82,35.1,5.7,11.2,.508,0.1,0.4,.353,5.5,10.8,.514,.515,2.8,3.6,.782,1.4,2.5,3.9,7.4,1.1,0.1,2.5,2.6,14.3
106,Sleepy Floyd,PG,29,HOU,82,73,32.1,4.4,9.8,.451,1.1,2.9,.380,3.3,6.9,.480,.506,2.3,2.8,.806,0.6,1.9,2.4,7.3,1.1,0.1,2.5,1.9,12.2
107,Tellis Frank,PF,24,MIA,77,39,22.9,3.6,7.9,.458,0.0,0.0,,3.6,7.9,.458,.458,2.3,3.0,.765,2.0,3.0,5.0,1.1,0.7,0.4,1.7,3.7,9.5
108,Corey Gaines,SG,24,PHI,9,0,9.0,0.4,1.3,.333,0.1,0.2,.500,0.3,1.1,.300,.375,0.1,0.4,.250,0.1,0.4,0.6,2.9,0.4,0.0,1.1,1.2,1.1
109,Kevin Gamble,SF,24,BOS,71,10,13.9,1.9,4.2,.455,0.0,0.3,.167,1.9,4.0,.473,.460,1.2,1.5,.794,0.6,1.0,1.6,1.7,0.4,0.1,0.6,1.1,5.1
110,Winston Garland,PG,25,TOT,79,19,22.3,2.9,7.3,.401,0.2,0.5,.333,2.8,6.8,.406,.412,1.3,1.5,.836,0.6,2.1,2.7,3.8,1.0,0.1,2.0,1.9,7.3
111,Tom Garrick,SG,23,LAC,73,22,23.6,2.8,5.8,.494,0.1,0.3,.190,2.8,5.5,.510,.499,1.2,1.6,.772,0.5,1.8,2.2,4.0,1.2,0.1,1.6,2.1,7.0
112,Kenny Gattison,PF,25,CHH,63,2,14.9,2.3,4.3,.550,0.0,0.0,1.000,2.3,4.3,.549,.552,1.2,1.7,.682,1.2,1.9,3.1,0.6,0.6,0.5,1.1,2.4,5.9
113,Derrick Gervin,PF,26,NJN,21,0,16.1,4.4,9.4,.472,0.0,0.1,.000,4.4,9.2,.479,.472,3.1,4.2,.730,1.4,1.7,3.1,0.4,1.0,0.3,0.6,2.2,12.0
114,Armen Gilliam,PF,25,TOT,76,66,31.9,6.4,12.4,.515,0.0,0.0,.000,6.4,12.3,.516,.515,4.0,5.5,.723,2.8,5.1,7.9,1.3,0.9,0.7,2.4,2.8,16.7
115,Mike Gminski,C,30,PHI,81,81,32.8,5.7,12.4,.457,0.0,0.2,.176,5.6,12.2,.462,.459,2.4,2.9,.821,2.4,6.1,8.5,1.6,0.5,1.3,1.2,1.7,13.7
116,Gary Grant,PG,24,LAC,44,44,34.8,5.5,11.8,.466,0.1,0.5,.238,5.4,11.3,.476,.471,2.0,2.6,.779,1.3,3.1,4.4,10.0,2.5,0.1,4.7,2.7,13.1
117,Greg Grant,PG,23,PHO,67,3,10.1,1.2,3.2,.384,0.0,0.2,.188,1.2,3.0,.400,.391,0.6,0.9,.661,0.2,0.6,0.9,2.5,0.5,0.0,1.1,0.9,3.1
118,Harvey Grant,PF,24,WSB,81,25,22.8,3.5,7.4,.473,0.0,0.1,.000,3.5,7.3,.479,.473,1.2,1.7,.701,1.7,2.5,4.2,1.6,0.6,0.5,1.0,2.4,8.2
119,Horace Grant,PF,24,CHI,80,80,34.4,5.6,10.7,.523,0.0,0.0,,5.6,10.7,.523,.523,2.2,3.2,.699,3.0,4.9,7.9,2.8,1.2,1.1,1.4,2.9,13.4
120,Stuart Gray,C,26,TOT,58,1,9.7,0.7,1.7,.424,0.0,0.1,.000,0.7,1.6,.447,.424,0.6,0.8,.681,0.7,1.8,2.5,0.3,0.3,0.4,0.4,1.6,2.0
