
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16,Ryan Anderson,PF,20,NJN,66,30,19.9,2.4,6.2,.393,1.0,2.9,.365,1.4,3.3,.417,.478,1.5,1.8,.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4
17,Carmelo Anthony,SF,24,DEN,66,66,34.5,8.1,18.3,.443,1.0,2.6,.371,7.2,15.7,.455,.469,5.6,7.1,.793,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8
18,Joel Anthony,C,26,MIA,65,28,16.1,0.9,1.8,.483,0.0,0.0,,0.9,1.8,.483,.483,0.5,0.7,.652,1.4,1.7,3.0,0.4,0.3,1.4,0.6,2.1,2.2
19,Gilbert Arenas,PG,27,WAS,2,2,31.5,3.0,11.5,.261,1.0,3.5,.286,2.0,8.0,.250,.304,6.0,8.0,.750,0.5,4.0,4.5,10.0,0.0,0.5,0.5,2.0,13.0
20,Trevor Ariza,SF,23,LAL,82,20,24.4,3.3,7.3,.460,0.7,2.3,.319,2.6,4.9,.526,.511,1.5,2.1,.710,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2.0,8.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Hilton Armstrong,C,24,NOH,70,29,15.6,2.0,3.5,.561,0.0,0.0,.000,2.0,3.5,.566,.561,0.9,1.4,.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,2.6,4.8
22,Darrell Arthur,PF,20,MEM,76,64,19.3,2.5,5.7,.438,0.0,0.0,.000,2.5,5.7,.440,.438,0.5,0.8,.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6
23,Chucky Atkins,PG,34,TOT,33,0,12.5,1.0,3.4,.301,0.5,1.7,.263,0.6,1.7,.339,.367,0.5,0.5,.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,0.8,3.0
24,D.J. Augustin,PG,21,CHA,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
25,Kelenna Azubuike,SF,25,GSW,74,51,32.1,5.3,11.4,.464,1.3,2.8,.448,4.0,8.6,.469,.520,2.5,3.1,.808,1.5,3.5,5.0,1.6,0.8,0.7,1.3,2.5,14.4
26,Renaldo Balkman,PF,24,DEN,53,10,14.7,2.1,3.7,.558,0.0,0.1,.286,2.0,3.6,.568,.563,0.8,1.2,.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5.0
27,Marcus Banks,PG,27,TOT,22,0,9.4,1.0,2.6,.368,0.1,0.9,.158,0.8,1.7,.474,.395,0.5,0.8,.611,0.0,0.8,0.8,1.3,0.5,0.1,0.6,1.2,2.5
28,Leandro Barbosa,SG,26,PHO,70,11,24.4,5.2,10.8,.482,1.3,3.4,.375,3.9,7.4,.532,.542,2.4,2.8,.881,0.5,2.1,2.6,2.3,1.2,0.1,1.3,1.6,14.2
29,Jose Barea,SG,24,DAL,79,15,20.3,3.1,7.1,.442,0.7,1.9,.357,2.4,5.1,.474,.491,0.9,1.2,.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8
30,Andrea Bargnani,PF,23,TOR,78,59,31.4,5.5,12.3,.450,1.5,3.7,.409,4.0,8.6,.468,.512,2.8,3.4,.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4
31,Matt Barnes,PF,28,PHO,77,40,27.0,3.7,8.8,.423,1.5,4.4,.343,2.2,4.3,.505,.510,1.3,1.8,.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2
32,Brent Barry,SG,37,HOU,56,1,15.3,1.3,3.1,.407,0.9,2.3,.374,0.4,0.7,.512,.549,0.3,0.4,.950,0.3,1.4,1.7,1.4,0.4,0.1,0.9,0.8,3.7
33,Brandon Bass,C,23,DAL,81,0,19.4,3.1,6.3,.496,0.0,0.1,.000,3.1,6.2,.502,.496,2.2,2.6,.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
34,Maceo Baston,PF,33,IND,27,0,8.0,0.9,1.7,.543,0.0,0.0,.000,0.9,1.7,.556,.543,0.6,1.0,.630,0.8,1.1,1.9,0.3,0.2,0.4,0.4,1.4,2.5
35,Tony Battie,PF,32,ORL,77,3,15.6,2.1,4.2,.489,0.0,0.1,.222,2.0,4.1,.497,.492,0.7,1.1,.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.5,4.8
36,Shane Battier,SG,30,HOU,60,59,33.9,2.4,5.9,.410,1.5,4.0,.384,0.9,2.0,.462,.538,0.9,1.1,.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3
37,Nicolas Batum,SF,20,POR,79,76,18.4,2.0,4.6,.446,0.8,2.1,.369,1.3,2.4,.513,.532,0.5,0.7,.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4
38,Jerryd Bayless,PG,20,POR,53,0,12.4,1.3,3.6,.365,0.1,0.5,.259,1.2,3.1,.383,.384,1.6,1.9,.806,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.5,4.3
39,Michael Beasley,PF,20,MIA,81,19,24.8,5.6,11.8,.472,0.4,1.0,.407,5.2,10.8,.478,.490,2.3,3.0,.772,1.4,4.1,5.4,1.0,0.5,0.5,1.5,2.3,13.9
40,Marco Belinelli,SG,22,GSW,42,23,21.0,3.3,7.5,.442,1.2,3.1,.397,2.1,4.4,.473,.524,1.0,1.2,.769,0.2,1.5,1.7,2.1,0.9,0.0,1.4,1.7,8.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Charlie Bell,SG,29,MIL,70,23,25.5,3.1,7.5,.414,1.2,3.4,.363,1.9,4.1,.458,.497,0.9,1.1,.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,2.0,8.4
42,Raja Bell,SG,32,TOT,67,66,34.6,4.5,10.2,.437,1.7,4.0,.421,2.8,6.2,.448,.520,1.3,1.5,.853,0.6,3.0,3.6,2.1,0.7,0.1,1.3,2.5,11.9
43,Mike Bibby,PG,30,ATL,79,79,34.7,5.5,12.7,.435,2.1,5.4,.390,3.4,7.3,.468,.518,1.7,2.2,.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9
44,Andris Biedrins,C,22,GSW,62,58,30.0,5.0,8.6,.578,0.0,0.0,.000,5.0,8.6,.579,.578,1.9,3.5,.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9
45,Chauncey Billups,PG,32,TOT,79,79,35.3,5.2,12.4,.418,2.1,5.0,.408,3.1,7.4,.425,.501,5.3,5.8,.913,0.4,2.6,3.0,6.4,1.2,0.2,2.2,2.0,17.7
46,Steve Blake,PG,28,POR,69,69,31.7,4.0,9.4,.428,2.0,4.8,.427,2.0,4.6,.429,.536,0.9,1.1,.840,0.4,2.1,2.5,5.0,1.0,0.1,1.6,1.8,11.0
47,Andray Blatche,C,22,WAS,71,36,24.0,4.2,8.9,.471,0.1,0.3,.238,4.1,8.6,.479,.475,1.6,2.3,.704,1.8,3.5,5.3,1.7,0.7,1.0,1.6,3.0,10.0
48,Mark Blount,C,33,MIA,20,0,10.4,1.5,3.9,.385,0.6,1.4,.407,1.0,2.6,.373,.455,0.4,0.7,.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4.0
49,Keith Bogans,SG,28,TOT,65,15,19.6,1.8,5.0,.367,1.1,3.4,.339,0.7,1.6,.425,.481,0.8,0.9,.912,0.5,2.6,3.1,1.0,0.7,0.1,0.6,1.6,5.6
50,Andrew Bogut,C,24,MIL,36,33,31.2,5.1,8.8,.577,0.0,0.0,,5.1,8.8,.577,.577,1.6,2.7,.571,3.3,7.0,10.3,2.0,0.6,1.0,2.4,3.6,11.7
51,Matt Bonner,PF,28,SAS,81,67,23.8,3.3,6.6,.496,1.5,3.3,.440,1.8,3.3,.552,.606,0.2,0.3,.739,1.2,3.6,4.8,1.0,0.6,0.3,0.5,2.3,8.2
52,Josh Boone,C,24,NJN,62,7,16.0,1.8,3.5,.528,0.0,0.0,,1.8,3.5,.528,.528,0.5,1.4,.376,1.7,2.5,4.2,0.5,0.4,0.8,0.5,1.7,4.2
53,Calvin Booth,C,32,TOT,8,0,7.0,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.8,1.0,.750,0.6,0.8,1.4,0.0,0.1,0.3,0.1,1.3,2.0
54,Carlos Boozer,PF,27,UTA,37,37,32.4,6.8,13.8,.490,0.0,0.0,,6.8,13.8,.490,.490,2.6,3.8,.698,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2
55,Chris Bosh,C,24,TOR,77,77,38.0,8.0,16.4,.487,0.2,0.6,.245,7.8,15.8,.497,.492,6.5,8.0,.817,2.8,7.2,10.0,2.5,0.9,1.0,2.3,2.5,22.7
56,Bruce Bowen,SF,37,SAS,80,10,18.8,1.0,2.3,.422,0.5,1.2,.429,0.5,1.1,.416,.535,0.2,0.3,.538,0.2,1.6,1.8,0.5,0.5,0.2,0.3,1.5,2.7
57,Ryan Bowen,SF,33,NOH,21,3,10.4,1.0,1.8,.579,0.0,0.0,,1.0,1.8,.579,.579,0.1,0.2,.600,0.5,0.7,1.1,0.4,0.7,0.2,0.2,1.8,2.2
58,Elton Brand,PF,29,PHI,29,23,31.7,5.6,12.6,.447,0.0,0.0,,5.6,12.6,.447,.447,2.5,3.7,.676,2.7,6.1,8.8,1.3,0.6,1.6,2.3,2.7,13.8
59,Corey Brewer,SF,22,MIN,15,8,20.5,2.5,6.0,.411,0.3,0.8,.417,2.1,5.2,.410,.439,0.9,1.3,.737,1.2,2.1,3.3,1.7,1.0,0.2,0.9,2.5,6.2
60,Ronnie Brewer,SF,23,UTA,81,80,32.2,5.2,10.2,.508,0.3,1.0,.259,4.9,9.2,.537,.522,3.0,4.3,.702,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,13.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Aaron Brooks,PG,24,HOU,80,35,25.0,4.0,9.8,.404,1.4,3.9,.366,2.5,5.9,.428,.476,1.9,2.2,.866,0.4,1.6,2.0,3.0,0.6,0.1,1.6,1.9,11.2
62,Andre Brown,PF,27,CHA,4,0,10.3,0.3,1.8,.143,0.0,0.0,,0.3,1.8,.143,.143,0.5,0.5,1.000,1.8,1.3,3.0,0.3,0.3,0.0,1.3,2.3,1.0
63,Bobby Brown,SG-PG,24,TOT,68,2,13.7,2.1,5.3,.392,0.7,1.9,.346,1.4,3.4,.417,.454,0.5,0.6,.791,0.2,0.6,0.8,1.7,0.3,0.0,0.9,1.4,5.3
64,Dee Brown,PG,24,TOT,19,11,13.7,0.9,2.6,.367,0.4,1.3,.292,0.6,1.3,.440,.439,0.2,0.3,.600,0.4,1.2,1.5,1.9,0.5,0.0,0.9,1.5,2.4
65,Devin Brown,SG,30,NOH,63,5,13.8,1.8,5.0,.355,0.4,1.5,.289,1.3,3.4,.384,.399,1.2,1.6,.780,0.5,1.4,1.9,0.9,0.5,0.1,0.9,1.3,5.2
66,Kwame Brown,C,26,DET,58,30,17.2,1.6,2.9,.533,0.0,0.0,,1.6,2.9,.533,.533,1.1,2.1,.516,1.6,3.4,5.0,0.6,0.4,0.4,0.9,2.4,4.2
67,Shannon Brown,SG,23,TOT,48,0,9.9,1.6,3.4,.473,0.3,0.8,.378,1.3,2.7,.500,.515,0.7,0.8,.821,0.2,0.7,0.9,0.8,0.5,0.1,0.8,0.9,4.2
68,Kobe Bryant,SG,30,LAL,82,82,36.1,9.8,20.9,.467,1.4,4.1,.351,8.3,16.8,.496,.502,5.9,6.9,.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8
69,Greg Buckner,SF,32,MEM,63,0,13.9,1.0,2.5,.384,0.2,0.8,.255,0.8,1.7,.444,.425,0.3,0.4,.800,0.5,1.6,2.1,0.9,0.5,0.1,0.6,1.7,2.5
70,Caron Butler,SG,28,WAS,67,67,38.6,7.3,16.2,.453,1.0,3.1,.310,6.4,13.1,.487,.482,5.1,6.0,.858,1.8,4.4,6.2,4.3,1.6,0.3,3.1,2.5,20.8
71,Rasual Butler,SF,29,NOH,82,74,31.9,4.2,9.8,.433,1.7,4.4,.390,2.5,5.4,.468,.521,1.0,1.3,.782,0.6,2.7,3.3,0.9,0.6,0.7,0.7,1.9,11.2
72,Andrew Bynum,C,21,LAL,50,50,28.9,5.6,10.0,.560,0.0,0.0,,5.6,10.0,.560,.560,3.0,4.3,.707,2.7,5.2,8.0,1.4,0.4,1.8,1.7,3.1,14.3
73,Will Bynum,PG,26,DET,57,1,14.1,2.7,6.0,.456,0.1,0.3,.158,2.7,5.7,.474,.461,1.7,2.1,.798,0.3,1.0,1.3,2.8,0.6,0.0,1.3,1.5,7.2
74,Jose Calderon,PG,27,TOR,68,68,34.3,4.7,9.5,.497,1.2,3.0,.406,3.5,6.5,.538,.561,2.2,2.3,.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8
75,Marcus Camby,C,34,LAC,62,55,31.0,4.1,8.0,.512,0.0,0.1,.250,4.1,7.9,.514,.513,2.1,2.9,.725,2.6,8.5,11.1,2.0,0.8,2.1,1.5,2.1,10.3
76,Brian Cardinal,PF,31,MIN,64,4,14.2,1.0,2.6,.385,0.5,1.4,.326,0.5,1.2,.455,.473,0.5,0.5,.857,0.6,1.6,2.2,1.2,0.6,0.2,0.8,2.1,3.0
77,Rodney Carney,SG,24,MIN,67,6,17.9,2.6,6.3,.416,1.2,3.4,.350,1.4,2.9,.492,.509,0.7,1.0,.758,0.5,1.3,1.9,0.4,0.7,0.4,0.6,1.4,7.2
78,Matt Carroll,SG,28,TOT,55,10,11.2,1.2,3.1,.380,0.2,1.0,.245,0.9,2.1,.441,.418,0.4,0.5,.840,0.1,1.1,1.3,0.5,0.4,0.1,0.6,1.2,3.0
79,Anthony Carter,PG,33,DEN,78,5,22.9,2.1,4.9,.433,0.3,1.1,.239,1.9,3.8,.490,.460,0.7,1.0,.731,0.5,2.1,2.6,4.7,1.2,0.2,2.0,1.8,5.3
80,Vince Carter,SG,32,NJN,80,80,36.8,7.4,16.8,.437,1.9,4.9,.385,5.5,11.9,.459,.493,4.2,5.1,.817,0.9,4.2,5.1,4.7,1.0,0.5,2.1,2.9,20.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Mario Chalmers,PG,22,MIA,82,82,32.0,3.4,8.1,.420,1.4,3.8,.367,2.0,4.3,.467,.506,1.8,2.4,.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0
82,Tyson Chandler,C,26,NOH,45,45,32.1,3.6,6.3,.565,0.0,0.0,,3.6,6.3,.565,.565,1.7,3.0,.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,3.2,8.8
83,Wilson Chandler,SF,21,NYK,82,70,33.4,5.5,12.9,.432,1.3,3.8,.328,4.3,9.0,.476,.481,2.1,2.6,.795,1.1,4.3,5.4,2.1,0.9,0.9,1.7,3.0,14.4
84,Speedy Claxton,PG,30,ATL,2,0,7.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,0.5,1.0,.500,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.5
85,Jarron Collins,C,30,UTA,26,3,7.7,0.6,1.3,.457,0.0,0.0,,0.6,1.3,.457,.457,0.3,0.4,.727,0.8,0.7,1.4,0.3,0.1,0.0,0.3,1.3,1.5
86,Jason Collins,C,30,MIN,31,22,13.6,0.7,2.3,.314,0.0,0.0,,0.7,2.3,.314,.314,0.4,0.9,.464,0.9,1.4,2.3,0.4,0.3,0.4,0.4,2.4,1.8
87,Mardy Collins,PG-SG,24,TOT,48,14,18.5,2.2,5.1,.425,0.3,0.6,.419,1.9,4.5,.426,.451,0.6,1.0,.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2
88,Nick Collison,C,28,OKC,71,40,25.8,3.4,6.0,.568,0.0,0.0,.000,3.4,6.0,.570,.568,1.4,1.9,.721,2.5,4.3,6.9,0.9,0.7,0.7,1.0,3.4,8.2
89,Mike Conley,PG,21,MEM,82,61,30.6,3.9,8.9,.442,1.1,2.6,.406,2.9,6.3,.458,.503,2.0,2.4,.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9
90,Brian Cook,PF,28,TOT,30,0,5.7,0.9,2.5,.368,0.4,1.0,.433,0.5,1.5,.326,.454,0.2,0.2,.833,0.2,0.8,1.1,0.2,0.1,0.1,0.4,0.9,2.5
91,Daequan Cook,SF,21,MIA,75,4,24.4,3.2,8.6,.375,2.0,5.3,.387,1.2,3.3,.356,.494,0.7,0.7,.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,1.7,9.1
92,Jamal Crawford,PG-SG,28,TOT,65,65,38.1,6.4,15.7,.410,2.2,6.1,.360,4.3,9.7,.441,.479,4.6,5.3,.872,0.4,2.6,3.0,4.4,0.9,0.2,2.3,1.4,19.7
93,Joe Crawford,SF,22,NYK,2,0,11.5,1.5,5.0,.300,0.5,2.0,.250,1.0,3.0,.333,.350,1.0,1.0,1.000,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,4.5
94,Javaris Crittenton,PG-SG,21,TOT,63,10,18.6,2.1,4.5,.460,0.0,0.2,.133,2.0,4.3,.478,.463,0.8,1.5,.576,0.9,1.7,2.6,2.4,0.6,0.1,1.3,1.6,5.0
95,Austin Croshere,PF,33,TOT,14,0,7.1,1.0,2.8,.359,0.4,1.1,.333,0.6,1.7,.375,.423,0.5,0.9,.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,0.4,2.9
96,Eddy Curry,C,26,NYK,3,0,4.0,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.3,1.0,.333,0.0,1.3,1.3,0.0,0.0,0.0,0.7,1.7,1.7
97,Samuel Dalembert,C,27,PHI,82,82,24.8,2.6,5.3,.498,0.0,0.0,.000,2.6,5.3,.500,.498,1.1,1.5,.734,2.6,5.9,8.5,0.2,0.4,1.8,1.4,3.0,6.4
98,Erick Dampier,C,33,DAL,80,80,23.0,2.3,3.5,.650,0.0,0.0,,2.3,3.5,.650,.650,1.1,1.8,.638,2.7,4.4,7.1,1.0,0.3,1.2,0.9,2.4,5.7
99,Antonio Daniels,PG,33,TOT,74,9,13.8,1.3,3.2,.419,0.3,0.8,.367,1.0,2.4,.438,.466,1.1,1.4,.800,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1
100,Marquis Daniels,SF,28,IND,54,43,31.5,5.8,12.8,.451,0.3,1.7,.200,5.4,11.1,.489,.464,1.7,2.4,.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Jermareo Davidson,SF,24,GSW,14,0,7.9,1.2,2.5,.486,0.0,0.0,,1.2,2.5,.486,.486,0.6,1.2,.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3.0
102,Baron Davis,PG,29,LAC,65,60,34.6,5.5,14.8,.370,1.5,5.0,.302,3.9,9.7,.406,.422,2.4,3.2,.757,0.7,3.0,3.7,7.7,1.7,0.5,3.0,3.0,14.9
103,Glen Davis,C,23,BOS,76,16,21.5,2.6,5.9,.442,0.0,0.1,.400,2.6,5.9,.443,.444,1.7,2.3,.730,1.6,2.4,4.0,0.9,0.7,0.3,0.9,3.0,7.0
104,Paul Davis,PF,24,LAC,27,1,11.9,1.5,3.6,.408,0.0,0.0,.000,1.5,3.6,.412,.408,1.0,1.3,.794,1.0,1.4,2.5,0.4,0.4,0.1,0.5,1.6,4.0
105,Ricky Davis,SG,29,LAC,36,9,21.8,2.3,6.8,.339,1.0,3.1,.315,1.3,3.7,.358,.410,0.9,1.0,.861,0.3,1.4,1.7,2.3,0.5,0.1,1.1,1.8,6.4
106,Luol Deng,SF,23,CHI,49,46,34.0,5.4,12.1,.448,0.2,0.4,.400,5.2,11.7,.450,.455,3.1,3.9,.796,1.6,4.4,6.0,1.9,1.2,0.5,1.5,1.7,14.1
107,Boris Diaw,PF,26,TOT,81,59,34.0,5.5,10.9,.507,0.9,2.2,.414,4.6,8.7,.531,.549,1.2,1.8,.687,1.5,3.9,5.3,4.1,0.8,0.7,2.7,2.5,13.2
108,Yakhouba Diawara,SF,26,MIA,63,21,13.5,1.2,3.4,.350,0.8,2.6,.313,0.4,0.9,.463,.468,0.2,0.3,.526,0.4,0.9,1.3,0.4,0.2,0.1,0.3,1.2,3.4
109,Travis Diener,PG,26,IND,55,0,13.1,1.3,3.3,.413,0.8,2.1,.390,0.5,1.1,.459,.542,0.2,0.3,.800,0.1,1.5,1.6,2.2,0.5,0.1,0.4,0.8,3.7
110,Ike Diogu,PF,25,TOT,29,1,7.4,1.3,2.6,.527,0.0,0.1,.500,1.3,2.5,.528,.534,1.4,1.8,.755,0.9,1.0,1.9,0.1,0.1,0.1,0.4,0.8,4.1
111,DeSagana Diop,C,27,TOT,75,1,13.8,1.0,2.3,.433,0.0,0.0,,1.0,2.3,.433,.433,0.3,0.9,.333,1.5,2.1,3.6,0.4,0.4,0.7,0.5,1.7,2.3
112,Juan Dixon,PG,30,WAS,50,6,16.3,2.0,5.1,.395,0.5,1.5,.333,1.5,3.6,.420,.443,0.7,0.8,.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2
113,Keyon Dooling,PG,28,NJN,77,18,26.9,3.4,7.8,.436,1.3,3.1,.421,2.1,4.7,.446,.519,1.6,2.0,.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,1.8,9.7
114,Joey Dorsey,PF,25,HOU,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7
115,Quincy Douby,PG,24,TOT,27,0,11.1,1.6,4.1,.382,0.5,1.7,.304,1.0,2.4,.438,.445,0.6,0.7,.895,0.2,1.0,1.2,0.9,0.2,0.2,0.5,1.0,4.3
116,Chris Douglas-Roberts,SG,22,NJN,44,3,13.3,1.8,4.0,.460,0.1,0.3,.250,1.8,3.7,.476,.469,1.2,1.4,.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9
117,Goran Dragic,PG,22,PHO,55,1,13.2,1.6,4.1,.393,0.4,1.0,.370,1.2,3.1,.400,.438,0.9,1.2,.769,0.6,1.3,1.9,2.0,0.5,0.1,1.3,1.6,4.5
118,Jared Dudley,SF,23,TOT,68,7,17.0,2.0,4.2,.477,0.4,1.1,.392,1.6,3.1,.507,.528,1.0,1.5,.676,1.2,1.8,3.0,0.8,0.8,0.1,0.6,1.5,5.5
119,Chris Duhon,PG,26,NYK,79,78,36.8,3.6,8.6,.421,1.6,4.1,.391,2.0,4.5,.449,.515,2.3,2.6,.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,1.6,11.1
120,Tim Duncan,C,32,SAS,75,75,33.7,7.4,14.8,.504,0.0,0.0,.000,7.4,14.7,.505,.504,4.5,6.4,.692,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3
