
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16,John Block,PF,28,TOT,73,,28.0,5.4,12.1,.441,,,,5.4,12.1,.441,.441,4.1,5.2,.794,,,7.7,1.5,,,,3.3,14.8
17,Tom Boerwinkle,C,27,CHI,8,,22.0,1.1,3.0,.375,,,,1.1,3.0,.375,.375,1.5,2.5,.600,,,6.8,5.0,,,,2.8,3.8
18,Freddie Boyd,PG,22,PHI,82,,28.7,4.4,11.3,.392,,,,4.4,11.3,.392,.392,1.7,2.4,.680,,,2.6,3.7,,,,2.2,10.5
19,Steve Bracey,PG,22,ATL,70,,15.0,2.7,5.6,.486,,,,2.7,5.6,.486,.486,1.0,1.6,.664,,,1.5,1.8,,,,1.8,6.5
20,Bill Bradley*,SF,29,NYK,82,,36.6,7.0,15.3,.459,,,,7.0,15.3,.459,.459,2.1,2.4,.871,,,3.7,4.5,,,,3.3,16.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Bill Bridges,PF,33,TOT,82,,35.0,4.1,8.8,.461,,,,4.1,8.8,.461,.461,2.2,3.1,.702,,,11.0,2.7,,,,3.6,10.3
22,John Brisker,SF,25,SEA,70,,23.3,5.0,11.6,.435,,,,5.0,11.6,.435,.435,2.8,3.4,.822,,,4.6,2.1,,,,2.4,12.8
23,Fred Brown,SG,24,SEA,79,,29.4,6.0,13.1,.455,,,,6.0,13.1,.455,.455,1.5,1.9,.818,,,4.0,5.5,,,,2.9,13.5
24,Roger Brown,C,22,LAL,1,,5.0,0.0,0.0,,,,,0.0,0.0,,,1.0,3.0,.333,,,0.0,0.0,,,,1.0,1.0
25,Corky Calhoun,SF,22,PHO,82,,24.7,2.6,5.5,.469,,,,2.6,5.5,.469,.469,0.9,1.2,.740,,,4.1,0.9,,,,2.6,6.0
26,Austin Carr,SG,24,CLE,82,,37.8,8.6,19.2,.446,,,,8.6,19.2,.446,.446,3.4,4.2,.822,,,4.5,3.4,,,,2.3,20.5
27,Fred Carter,SG,27,PHI,81,,37.0,8.4,19.9,.421,,,,8.4,19.9,.421,.421,3.2,4.5,.704,,,6.0,4.3,,,,3.1,20.0
28,Wilt Chamberlain*,C,36,LAL,82,,43.2,5.2,7.1,.727,,,,5.2,7.1,.727,.727,2.8,5.5,.510,,,18.6,4.5,,,,2.3,13.2
29,Don Chaney,SG,26,BOS,79,,31.5,5.2,10.9,.482,,,,5.2,10.9,.482,.482,2.7,3.4,.787,,,5.7,2.8,,,,3.5,13.1
30,Phil Chenier,SG,22,BAL,71,,39.1,8.5,18.8,.452,,,,8.5,18.8,.452,.452,2.7,3.4,.795,,,4.1,4.2,,,,2.3,19.7
31,Bob Christian,C,26,ATL,55,,13.8,1.5,2.8,.548,,,,1.5,2.8,.548,.548,1.1,1.4,.759,,,5.5,0.9,,,,2.0,4.2
32,Archie Clark,PG,31,BAL,39,,37.9,7.7,15.3,.507,,,,7.7,15.3,.507,.507,2.8,3.5,.810,,,3.3,7.1,,,,2.8,18.3
33,Jim Cleamons,PG,23,CLE,80,,17.4,2.4,5.3,.454,,,,2.4,5.3,.454,.454,0.9,1.3,.743,,,2.1,2.6,,,,1.4,5.7
34,Barry Clemens,SF,29,CLE,72,,15.5,2.9,5.6,.516,,,,2.9,5.6,.516,.516,0.7,0.9,.779,,,2.9,1.6,,,,1.9,6.5
35,Mel Counts,C,31,TOT,66,,10.0,2.0,4.5,.449,,,,2.0,4.5,.449,.449,0.6,0.9,.672,,,3.8,1.0,,,,1.6,4.6
36,Dave Cowens*,C,24,BOS,82,,41.8,9.0,20.0,.452,,,,9.0,20.0,.452,.452,2.5,3.2,.779,,,16.2,4.1,,,,3.8,20.5
37,Pete Cross,C,24,TOT,29,,5.4,0.2,0.9,.240,,,,0.2,0.9,.240,.240,0.3,0.6,.444,,,2.1,0.4,,,,1.0,0.7
38,Dick Cunningham,C,26,MIL,72,,9.6,0.9,2.2,.410,,,,0.9,2.2,.410,.410,0.4,0.7,.580,,,2.9,0.5,,,,1.3,2.2
39,Bob Dandridge,SF,25,MIL,73,,39.1,8.7,18.5,.472,,,,8.7,18.5,.472,.472,2.7,3.4,.789,,,8.2,2.8,,,,3.8,20.2
40,Bob Davis,SF,22,POR,9,,4.6,0.7,3.1,.214,,,,0.7,3.1,.214,.214,0.4,0.7,.667,,,0.6,0.2,,,,0.6,1.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Charlie Davis,SG,23,TOT,75,,18.9,3.5,8.4,.417,,,,3.5,8.4,.417,.417,1.7,2.2,.774,,,1.5,2.5,,,,2.6,8.7
42,Dwight Davis,PF,23,CLE,81,,26.6,3.6,9.2,.392,,,,3.6,9.2,.392,.392,2.2,2.7,.793,,,7.0,1.5,,,,3.7,9.4
43,Jim Davis,C,31,DET,73,,10.6,1.8,3.5,.510,,,,1.8,3.5,.510,.510,1.0,1.6,.632,,,3.6,0.8,,,,1.7,4.6
44,Mickey Davis,SF,22,MIL,74,,14.1,2.1,4.7,.438,,,,2.1,4.7,.438,.438,1.0,1.2,.826,,,3.1,1.0,,,,1.6,5.1
45,Mike Davis,SG,26,BAL,13,,21.8,3.8,9.1,.424,,,,3.8,9.1,.424,.424,1.8,1.9,.920,,,2.7,1.5,,,,3.5,9.5
46,Dave DeBusschere*,PF,32,NYK,77,,36.7,6.9,15.9,.435,,,,6.9,15.9,.435,.435,2.5,3.4,.746,,,10.2,3.4,,,,2.8,16.3
47,Terry Dischinger,SF,32,POR,63,,15.4,2.6,5.4,.476,,,,2.6,5.4,.476,.476,1.0,1.5,.667,,,3.0,1.6,,,,2.0,6.1
48,Terry Driscoll,C-PF,25,TOT,60,,16.1,2.3,5.5,.428,,,,2.3,5.5,.428,.428,0.7,1.0,.694,,,5.0,0.9,,,,2.4,5.4
49,Charles Dudley,PG,22,SEA,12,,8.3,0.8,1.9,.435,,,,0.8,1.9,.435,.435,1.2,1.3,.875,,,0.5,1.3,,,,1.3,2.8
50,Ken Durrett,SF,24,KCO,8,,8.1,1.0,2.6,.381,,,,1.0,2.6,.381,.381,0.8,1.0,.750,,,1.8,0.4,,,,2.0,2.8
51,Joe Ellis,PF,28,GSW,74,,14.2,2.7,6.6,.409,,,,2.7,6.6,.409,.409,0.9,1.3,.742,,,3.8,1.2,,,,1.9,6.3
52,Leroy Ellis,PF-C,32,TOT,79,,32.9,5.3,12.3,.434,,,,5.3,12.3,.434,.434,1.6,2.0,.801,,,9.8,1.8,,,,2.5,12.3
53,Scott English,SF,22,PHO,29,,6.8,1.2,3.2,.387,,,,1.2,3.2,.387,.387,0.7,1.0,.724,,,1.5,0.5,,,,1.3,3.2
54,Keith Erickson,SF,28,LAL,76,,25.3,3.9,9.2,.430,,,,3.9,9.2,.430,.430,1.2,1.4,.809,,,4.4,3.2,,,,2.5,9.0
55,Hank Finkel,C,30,BOS,76,,6.5,1.0,2.3,.451,,,,1.0,2.3,.451,.451,0.4,0.7,.538,,,2.0,0.3,,,,1.1,2.4
56,Chris Ford,SG,24,DET,74,,20.8,2.8,5.9,.479,,,,2.8,5.9,.479,.479,0.8,1.3,.645,,,3.6,2.6,,,,1.8,6.4
57,Fred Foster,SF,26,DET,63,,23.2,3.9,10.0,.388,,,,3.9,10.0,.388,.388,1.0,1.4,.701,,,2.9,1.5,,,,2.4,8.7
58,Harold Fox,PG,23,BUF,10,,8.4,1.2,3.2,.375,,,,1.2,3.2,.375,.375,0.7,0.8,.875,,,0.8,1.0,,,,0.7,3.1
59,Jim Fox,C,29,SEA,74,,33.0,4.3,8.3,.515,,,,4.3,8.3,.515,.515,2.9,3.6,.808,,,11.2,2.4,,,,3.2,11.4
60,Walt Frazier*,PG,27,NYK,78,,40.8,8.7,17.8,.490,,,,8.7,17.8,.490,.490,3.7,4.5,.817,,,7.3,5.9,,,,2.4,21.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Dick Garrett,SG,26,BUF,78,,23.1,4.4,10.4,.419,,,,4.4,10.4,.419,.419,1.2,1.4,.873,,,2.7,2.8,,,,2.8,10.0
62,Rowland Garrett,SF,22,CHI,35,,6.0,1.5,3.4,.441,,,,1.5,3.4,.441,.441,0.6,0.9,.677,,,1.7,0.2,,,,0.8,3.6
63,John Gianelli,C,22,NYK,52,,9.9,1.5,3.4,.451,,,,1.5,3.4,.451,.451,0.4,0.6,.697,,,2.9,0.5,,,,1.4,3.5
64,Dick Gibbs,SF,24,TOT,67,,11.0,1.2,3.3,.360,,,,1.2,3.3,.360,.360,0.7,0.9,.746,,,1.4,0.9,,,,1.7,3.1
65,Herm Gilliam,PG,26,ATL,76,,36.1,6.2,13.3,.468,,,,6.2,13.3,.468,.468,1.6,2.0,.820,,,5.3,6.3,,,,3.4,14.0
66,Gail Goodrich*,SG,29,LAL,76,,35.5,9.9,21.3,.464,,,,9.9,21.3,.464,.464,4.1,4.9,.840,,,3.5,4.4,,,,2.5,23.9
67,Travis Grant,SF,23,LAL,33,,4.6,1.5,3.5,.440,,,,1.5,3.5,.440,.440,0.7,0.8,.885,,,1.6,0.2,,,,0.6,3.8
68,Johnny Green,PF,39,KCO,66,,18.9,2.9,4.8,.599,,,,2.9,4.8,.599,.599,1.3,2.0,.679,,,5.5,0.9,,,,2.8,7.1
69,Lamar Green,PF,25,PHO,80,,25.6,2.8,6.5,.431,,,,2.8,6.5,.431,.431,1.1,1.5,.754,,,9.3,1.1,,,,3.3,6.7
70,Luther Green,PF,26,PHI,5,,6.4,0.0,2.2,.000,,,,0.0,2.2,.000,.000,0.6,1.8,.333,,,0.6,0.0,,,,0.6,0.6
71,Hal Greer*,PG,36,PHI,38,,22.3,2.4,6.1,.392,,,,2.4,6.1,.392,.392,0.8,1.0,.821,,,2.8,2.9,,,,2.0,5.6
72,Gary Gregor,SF,27,MIL,9,,9.8,1.2,3.7,.333,,,,1.2,3.7,.333,.333,0.6,0.8,.714,,,3.6,1.0,,,,1.0,3.0
73,Matt Guokas,SG,28,KCO,79,,36.0,4.1,7.2,.570,,,,4.1,7.2,.570,.570,0.9,1.1,.822,,,3.1,5.1,,,,2.4,9.1
74,Happy Hairston,PF,30,LAL,28,,33.5,5.6,11.7,.482,,,,5.6,11.7,.482,.482,5.0,6.4,.787,,,13.2,2.4,,,,2.8,16.3
75,Jeff Halliburton,SG,23,TOT,55,,14.3,3.1,7.2,.434,,,,3.1,7.2,.434,.434,1.3,1.6,.807,,,2.0,1.7,,,,1.9,7.5
76,Clem Haskins,SG,29,PHO,77,,20.5,4.4,9.5,.464,,,,4.4,9.5,.464,.464,1.7,2.0,.833,,,2.2,2.6,,,,1.9,10.5
77,John Havlicek*,SF,32,BOS,80,,42.1,9.6,21.3,.450,,,,9.6,21.3,.450,.450,4.6,5.4,.858,,,7.1,6.6,,,,2.4,23.8
78,Connie Hawkins*,SF,30,PHO,75,,36.9,5.9,12.3,.479,,,,5.9,12.3,.479,.479,4.3,5.4,.797,,,8.5,4.1,,,,3.1,16.1
79,Elvin Hayes*,PF,27,BAL,81,,41.3,8.8,19.8,.444,,,,8.8,19.8,.444,.444,3.6,5.4,.671,,,14.5,1.6,,,,2.9,21.2
80,Spencer Haywood*,PF,23,SEA,77,,42.3,11.5,24.3,.476,,,,11.5,24.3,.476,.476,6.1,7.3,.839,,,12.9,2.5,,,,2.8,29.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Gar Heard,PF,24,TOT,81,,19.2,4.3,10.2,.425,,,,4.3,10.2,.425,.425,1.4,2.2,.652,,,5.6,0.7,,,,2.1,10.1
82,Bill Hewitt,PF,28,BUF,73,,18.2,2.1,5.0,.418,,,,2.1,5.0,.418,.418,0.6,1.0,.554,,,5.0,1.5,,,,2.1,4.7
83,Fred Hilton,SG,25,BUF,59,,12.4,3.2,8.4,.387,,,,3.2,8.4,.387,.387,0.7,0.9,.774,,,1.7,1.3,,,,1.7,7.2
84,Lou Hudson,SF,28,ATL,75,,40.4,10.9,22.8,.477,,,,10.9,22.8,.477,.477,5.3,6.4,.825,,,6.2,3.4,,,,2.6,27.1
85,John Hummer,PF,24,BUF,66,,23.4,3.1,7.0,.444,,,,3.1,7.0,.444,.444,1.7,3.1,.561,,,4.9,2.1,,,,2.8,8.0
86,Phil Jackson*,PF,27,NYK,80,,17.4,3.1,6.9,.443,,,,3.1,6.9,.443,.443,1.9,2.4,.790,,,4.3,1.2,,,,2.7,8.1
87,Charles Johnson,SG,23,GSW,70,,12.7,2.4,5.7,.428,,,,2.4,5.7,.428,.428,0.5,0.7,.717,,,1.9,1.7,,,,1.5,5.4
88,George Johnson,C,25,HOU,19,,8.9,1.1,2.1,.513,,,,1.1,2.1,.513,.513,0.2,0.2,.750,,,2.4,0.2,,,,1.7,2.3
89,George Johnson,C,24,GSW,56,,6.2,0.7,1.8,.410,,,,0.7,1.8,.410,.410,0.1,0.3,.412,,,2.5,0.1,,,,0.7,1.6
90,Gus Johnson*,PF,34,PHO,21,,19.9,3.3,8.6,.381,,,,3.3,8.6,.381,.381,1.2,1.7,.694,,,6.5,1.5,,,,2.6,7.8
91,John Johnson,SF,25,CLE,82,,34.3,6.0,13.9,.430,,,,6.0,13.9,.430,.430,2.4,3.3,.734,,,6.7,3.8,,,,3.0,14.4
92,Ollie Johnson,SF,23,POR,78,,27.4,3.9,7.9,.497,,,,3.9,7.9,.497,.497,2.0,2.6,.757,,,5.3,2.6,,,,2.1,9.9
93,Wali Jones,SG,30,MIL,27,,15.5,2.2,5.4,.407,,,,2.2,5.4,.407,.407,0.6,0.7,.889,,,1.1,2.1,,,,1.4,5.0
94,Bob Kauffman,SF,26,BUF,77,,39.6,6.9,13.8,.505,,,,6.9,13.8,.505,.505,3.6,4.7,.780,,,11.1,5.1,,,,2.7,17.5
95,Toby Kimball,PF,30,KCO,67,,9.6,1.4,3.3,.436,,,,1.4,3.3,.436,.436,0.7,1.0,.657,,,2.9,0.4,,,,1.3,3.5
96,Jim King,SG,31,CHI,65,,12.1,1.8,4.0,.441,,,,1.8,4.0,.441,.441,0.7,0.8,.846,,,1.2,1.2,,,,1.2,4.2
97,Don Kojis,SF,34,KCO,77,,16.1,3.6,7.5,.480,,,,3.6,7.5,.480,.480,1.4,1.8,.774,,,2.6,1.0,,,,1.7,8.5
98,Howard Komives,PG,31,BUF,67,,21.9,2.4,6.4,.380,,,,2.4,6.4,.380,.380,1.3,1.5,.867,,,1.8,3.6,,,,2.3,6.1
99,Steve Kuberski,SF,25,BOS,78,,9.8,1.8,4.4,.403,,,,1.8,4.4,.403,.403,0.8,1.1,.774,,,2.5,0.3,,,,1.2,4.4
100,Sam Lacey,C,24,KCO,79,,37.1,6.0,12.6,.474,,,,6.0,12.6,.474,.474,1.6,2.3,.708,,,11.8,2.4,,,,3.6,13.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Bob Lanier*,C,24,DET,81,,38.9,10.0,20.4,.490,,,,10.0,20.4,.490,.490,3.8,4.9,.773,,,14.9,3.2,,,,3.4,23.8
102,Stu Lantz,SG,26,DET,51,,31.4,3.6,8.9,.407,,,,3.6,8.9,.407,.407,2.4,2.9,.800,,,3.4,2.7,,,,2.3,9.6
103,Mo Layton,SG,24,PHO,65,,15.2,2.9,6.7,.431,,,,2.9,6.7,.431,.431,1.4,1.8,.756,,,1.2,2.1,,,,2.0,7.1
104,Manny Leaks,C,27,PHI,82,,30.9,4.6,11.4,.404,,,,4.6,11.4,.404,.404,1.8,2.4,.720,,,8.3,1.2,,,,2.3,11.0
105,Clyde Lee,PF,28,GSW,66,,22.4,2.6,5.5,.466,,,,2.6,5.5,.466,.466,1.1,2.0,.565,,,9.1,0.5,,,,2.8,6.3
106,Russ Lee,SF,23,MIL,46,,6.0,1.1,2.8,.386,,,,1.1,2.8,.386,.386,0.7,0.9,.744,,,0.9,0.8,,,,0.8,2.8
107,Kevin Loughery,SG,32,PHI,32,,29.8,5.3,13.3,.396,,,,5.3,13.3,.396,.396,3.3,4.1,.823,,,3.5,4.6,,,,3.3,13.9
108,Bob Love,PF,30,CHI,82,,37.0,9.4,21.9,.431,,,,9.4,21.9,.431,.431,4.2,5.1,.824,,,6.5,1.5,,,,2.9,23.1
109,Stan Love,PF,23,BAL,72,,13.8,2.6,6.1,.436,,,,2.6,6.1,.436,.436,1.1,1.4,.790,,,4.2,0.6,,,,2.4,6.4
110,Jerry Lucas*,PF,32,NYK,71,,28.2,4.4,8.6,.513,,,,4.4,8.6,.513,.513,1.1,1.4,.800,,,7.2,4.5,,,,2.2,9.9
111,Pete Maravich*,SG,25,ATL,79,,39.1,10.0,22.6,.441,,,,10.0,22.6,.441,.441,6.1,7.7,.800,,,4.4,6.9,,,,3.1,26.1
112,Jack Marin,SF,28,HOU,81,,37.3,7.7,16.5,.468,,,,7.7,16.5,.468,.468,3.1,3.6,.849,,,6.2,3.6,,,,3.0,18.5
113,Harvey Marlatt,SG,24,DET,7,,3.7,0.3,0.6,.500,,,,0.3,0.6,.500,.500,0.0,0.0,,,,0.1,0.6,,,,0.1,0.6
114,LaRue Martin,C,22,POR,77,,12.9,1.9,4.8,.396,,,,1.9,4.8,.396,.396,0.6,1.0,.649,,,4.6,0.5,,,,2.1,4.4
115,Eddie Mast,PF,24,ATL,42,,10.6,1.2,2.8,.424,,,,1.2,2.8,.424,.424,0.5,0.7,.633,,,3.2,0.9,,,,1.2,2.8
116,Don May,SF,27,TOT,58,,15.8,3.3,7.3,.446,,,,3.3,7.3,.446,.446,1.3,1.6,.806,,,3.6,1.1,,,,2.3,7.8
117,Bob McAdoo*,PF,21,BUF,80,,32.0,7.3,16.2,.452,,,,7.3,16.2,.452,.452,3.4,4.4,.774,,,9.1,1.7,,,,3.2,18.0
118,Paul McCracken,SG,22,HOU,24,,12.7,1.8,3.7,.494,,,,1.8,3.7,.494,.494,1.0,1.6,.590,,,2.1,0.7,,,,1.3,4.6
119,Jim McDaniels,C,24,SEA,68,,16.1,2.3,5.7,.399,,,,2.3,5.7,.399,.399,1.0,1.5,.700,,,5.1,1.1,,,,2.1,5.6
120,Jon McGlocklin,SG,29,MIL,80,,24.4,4.4,8.7,.502,,,,4.4,8.7,.502,.502,0.8,0.9,.863,,,2.0,3.0,,,,1.5,9.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Kenny McIntosh,SF,24,TOT,59,,19.3,1.9,5.8,.337,,,,1.9,5.8,.337,.337,0.7,1.1,.597,,,3.9,0.9,,,,1.7,4.6
122,Stan McKenzie,SF-SG,28,TOT,33,,8.9,1.5,3.6,.403,,,,1.5,3.6,.403,.403,0.9,1.1,.811,,,1.7,0.7,,,,1.3,3.8
123,Jim McMillian,SF,24,LAL,81,,36.5,8.1,17.7,.458,,,,8.1,17.7,.458,.458,2.8,3.3,.845,,,5.5,2.7,,,,2.2,18.9
124,Eric McWilliams,PF,22,HOU,44,,5.6,0.8,2.2,.347,,,,0.8,2.2,.347,.347,0.4,0.8,.486,,,1.4,0.1,,,,1.0,2.0
125,Cliff Meely,PF,25,HOU,82,,20.7,3.3,8.0,.408,,,,3.3,8.0,.408,.408,1.1,1.7,.672,,,6.0,1.1,,,,3.2,7.7
126,Dean Meminger,SG,24,NYK,80,,18.2,2.4,4.6,.515,,,,2.4,4.6,.515,.515,1.0,1.6,.628,,,2.9,1.7,,,,1.4,5.7
127,John Mengelt,SG,23,TOT,79,,20.8,4.1,8.2,.492,,,,4.1,8.2,.492,.492,1.6,2.0,.794,,,2.3,1.9,,,,1.9,9.7
128,Mark Minor,SF,22,BOS,4,,5.0,0.3,1.0,.250,,,,0.3,1.0,.250,.250,0.8,1.0,.750,,,1.0,0.5,,,,1.3,1.3
129,Earl Monroe*,SG,28,NYK,75,,31.6,6.6,13.5,.488,,,,6.6,13.5,.488,.488,2.3,2.8,.822,,,3.3,3.8,,,,2.6,15.5
130,Otto Moore,C,26,HOU,82,,33.1,5.1,10.5,.487,,,,5.1,10.5,.487,.487,1.5,2.6,.602,,,10.6,2.0,,,,2.9,11.7
131,Erwin Mueller,PF,28,DET,21,,3.8,0.4,1.5,.290,,,,0.4,1.5,.290,.290,0.2,0.3,.714,,,0.7,0.3,,,,0.6,1.1
132,Jeff Mullins,SG,30,GSW,81,,37.1,8.0,16.3,.493,,,,8.0,16.3,.493,.493,1.8,2.1,.831,,,4.5,4.2,,,,2.5,17.8
133,Calvin Murphy*,PG,24,HOU,77,,22.0,4.9,10.6,.465,,,,4.9,10.6,.465,.465,3.1,3.5,.888,,,1.9,3.4,,,,2.7,13.0
134,Bob Nash,SF,22,DET,36,,4.7,0.4,2.0,.222,,,,0.4,2.0,.222,.222,0.3,0.5,.647,,,0.9,0.4,,,,0.8,1.2
135,Lloyd Neal,C,22,POR,82,,33.2,5.5,11.2,.494,,,,5.5,11.2,.494,.494,2.3,3.6,.638,,,11.8,1.8,,,,3.7,13.4
136,Don Nelson*,SF,32,BOS,72,,19.8,4.3,9.0,.476,,,,4.3,9.0,.476,.476,2.2,2.6,.846,,,4.4,1.4,,,,2.2,10.8
137,Mike Newlin,SG,24,HOU,82,,32.4,6.5,14.7,.443,,,,6.5,14.7,.443,.443,4.0,4.5,.886,,,4.1,5.0,,,,3.7,17.0
138,Willie Norwood,SF,25,DET,79,,16.2,3.2,6.4,.494,,,,3.2,6.4,.494,.494,1.9,2.8,.684,,,4.1,0.7,,,,2.3,8.3
139,Steve Patterson,C,24,CLE,62,,11.5,1.1,3.2,.359,,,,1.1,3.2,.359,.359,0.5,1.0,.523,,,3.7,0.8,,,,1.3,2.8
140,Tom Patterson,PF,24,BAL,23,,4.0,0.9,2.1,.429,,,,0.9,2.1,.429,.429,0.6,0.7,.813,,,1.0,0.1,,,,0.8,2.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Curtis Perry,PF,24,MIL,67,,31.3,4.0,8.6,.461,,,,4.0,8.6,.461,.461,1.2,1.9,.659,,,9.6,1.8,,,,3.7,9.1
142,Geoff Petrie,SG,24,POR,79,,39.7,10.6,22.8,.464,,,,10.6,22.8,.464,.464,3.8,4.8,.778,,,3.5,4.4,,,,2.1,24.9
143,Howard Porter,PF,24,CHI,43,,9.5,2.3,5.0,.452,,,,2.3,5.0,.452,.452,0.5,0.7,.759,,,2.7,0.4,,,,1.2,5.1
144,Kevin Porter,PG,22,BAL,71,,17.1,2.9,6.4,.455,,,,2.9,6.4,.455,.455,0.9,1.4,.614,,,1.0,3.3,,,,2.9,6.6
145,Bob Portman,SF,25,GSW,32,,5.5,1.0,2.2,.457,,,,1.0,2.2,.457,.457,0.6,0.8,.769,,,1.6,0.2,,,,0.5,2.6
146,Jim Price,PG,23,LAL,59,,14.0,2.7,6.1,.440,,,,2.7,6.1,.440,.440,1.0,1.2,.822,,,1.9,1.6,,,,2.0,6.4
147,Mike Price,SG,24,PHI,57,,13.2,2.2,5.3,.415,,,,2.2,5.3,.415,.415,0.7,0.8,.809,,,2.1,1.2,,,,1.9,5.1
148,Luther Rackley,C,26,NYK,1,,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,1.0,0.0,,,,2.0,0.0
149,Mike Ratliff,C,21,KCO,58,,11.7,1.7,4.1,.417,,,,1.7,4.1,.417,.417,0.8,1.4,.536,,,3.3,0.7,,,,1.9,4.2
150,Clifford Ray,C,24,CHI,73,,27.5,3.5,7.1,.492,,,,3.5,7.1,.492,.492,1.6,2.6,.619,,,10.9,3.7,,,,3.2,8.6
151,Willis Reed*,C,30,NYK,69,,27.2,4.8,10.2,.474,,,,4.8,10.2,.474,.474,1.3,1.8,.742,,,8.6,1.8,,,,3.0,11.0
