
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13,Chris Andersen,C,33,DEN,32,1,15.2,1.8,3.4,.546,0.0,0.0,,1.8,3.4,.546,.546,1.6,2.6,.610,1.5,3.1,4.6,0.2,0.6,1.4,0.5,1.6,5.3
14,Alan Anderson,SF,29,TOR,17,12,27.1,3.2,8.4,.387,1.4,3.6,.393,1.8,4.8,.383,.472,1.7,2.0,.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,2.1,9.6
15,James Anderson,SG,22,SAS,51,2,11.8,1.3,3.4,.379,0.4,1.3,.279,0.9,2.1,.443,.434,0.8,1.0,.750,0.3,1.2,1.5,0.8,0.2,0.0,0.6,0.7,3.7
16,Ryan Anderson,PF,23,ORL,61,61,32.2,5.4,12.4,.439,2.7,6.9,.393,2.7,5.5,.496,.548,2.5,2.8,.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1
17,Carmelo Anthony,SF,27,NYK,55,55,34.1,8.0,18.6,.430,1.2,3.7,.335,6.8,14.9,.454,.463,5.4,6.7,.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6
18,Joel Anthony,C,29,MIA,64,51,21.1,1.3,2.4,.559,0.0,0.0,,1.3,2.4,.559,.559,0.8,1.1,.690,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2.0,3.4
19,Gilbert Arenas,PG,30,MEM,17,0,12.4,1.5,3.8,.406,0.8,2.3,.333,0.8,1.5,.520,.508,0.4,0.6,.700,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2
20,Trevor Ariza,SF,26,NOH,41,41,32.9,4.1,9.8,.417,0.7,2.1,.333,3.4,7.7,.440,.453,1.9,2.5,.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Omer Asik,C,25,CHI,66,2,14.7,1.2,2.4,.506,0.0,0.0,,1.2,2.4,.506,.506,0.7,1.6,.456,1.9,3.4,5.3,0.5,0.5,1.0,1.0,1.8,3.1
22,D.J. Augustin,PG,24,CHA,48,46,29.3,3.8,10.1,.376,1.3,3.7,.341,2.5,6.4,.396,.438,2.2,2.5,.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1
23,Gustavo Ayon,PF,26,NOH,54,24,20.1,2.6,4.8,.536,0.0,0.0,.000,2.6,4.8,.538,.536,0.7,1.2,.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9
24,Jeff Ayres,C,24,IND,20,1,5.3,0.8,1.8,.417,0.0,0.0,,0.8,1.8,.417,.417,0.2,0.4,.571,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7
25,Kelenna Azubuike,SG,28,DAL,3,0,6.0,1.0,2.7,.375,0.3,1.0,.333,0.7,1.7,.400,.438,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,2.3
26,Luke Babbitt,SF,22,POR,40,4,13.4,1.8,4.3,.410,1.1,2.5,.430,0.7,1.8,.384,.535,0.4,0.5,.850,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1
27,Renaldo Balkman,SF,27,NYK,14,0,8.2,1.1,2.3,.500,0.1,0.6,.222,1.0,1.6,.609,.531,0.6,0.8,.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,3.0
28,Leandro Barbosa,SG,29,TOT,64,0,21.6,4.2,10.0,.425,1.0,2.7,.382,3.2,7.3,.441,.476,1.6,1.9,.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,11.1
29,Jose Barea,PG,27,MIN,41,11,25.2,4.1,10.2,.400,1.3,3.5,.371,2.8,6.7,.415,.463,1.9,2.4,.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3
30,Andrea Bargnani,C,26,TOR,31,31,33.3,6.7,15.6,.432,1.1,3.7,.296,5.6,11.9,.474,.467,4.9,5.6,.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5
31,Matt Barnes,SF,31,LAL,63,16,22.9,2.8,6.1,.452,0.7,2.2,.333,2.0,4.0,.518,.512,1.5,2.0,.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,7.8
32,Earl Barron,C,30,GSW,2,0,4.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2.0
33,Brandon Bass,PF,26,BOS,59,39,31.7,5.1,10.7,.479,0.0,0.0,,5.1,10.7,.479,.479,2.2,2.8,.810,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5
34,Tony Battie,C,35,PHI,27,11,10.9,0.7,1.9,.373,0.0,0.0,.000,0.7,1.9,.380,.373,0.1,0.1,1.000,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,1.6
35,Shane Battier,SF,33,MIA,65,10,23.1,1.7,4.5,.387,1.0,2.8,.339,0.8,1.7,.468,.493,0.4,0.6,.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,4.8
36,Nicolas Batum,SF,23,POR,59,34,30.4,4.9,10.9,.451,1.8,4.6,.391,3.1,6.2,.496,.534,2.3,2.7,.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9
37,Jerryd Bayless,PG,23,TOR,31,11,22.7,3.8,8.9,.424,1.4,3.4,.423,2.4,5.5,.424,.504,2.4,2.8,.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4
38,Michael Beasley,SF,23,MIN,47,7,23.1,4.7,10.6,.445,0.8,2.1,.376,3.9,8.4,.462,.483,1.3,2.0,.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5
39,Rodrigue Beaubois,PG,23,DAL,53,12,21.7,3.5,8.4,.422,0.7,2.5,.288,2.8,5.9,.479,.465,1.1,1.3,.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9
40,Marco Belinelli,SG,25,NOH,66,55,29.8,4.3,10.4,.417,1.6,4.3,.377,2.7,6.1,.445,.495,1.5,2.0,.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Raja Bell,SG,35,UTA,34,33,23.4,2.4,5.1,.466,1.0,2.6,.391,1.4,2.6,.540,.563,0.6,0.7,.840,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4
42,Keith Benson,C,23,GSW,3,0,3.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Mike Bibby,PG,33,NYK,39,4,14.3,0.9,3.2,.282,0.7,2.2,.318,0.2,1.0,.205,.391,0.2,0.2,.750,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6
44,Andris Biedrins,C,25,GSW,47,35,15.7,0.8,1.4,.609,0.0,0.0,,0.8,1.4,.609,.609,0.0,0.2,.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7
45,Chauncey Billups,SG,35,LAC,20,20,30.4,4.2,11.4,.364,2.4,6.3,.384,1.8,5.2,.340,.469,4.3,4.8,.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0
46,Bismack Biyombo,C,19,CHA,63,41,23.1,2.0,4.4,.464,0.0,0.0,,2.0,4.4,.464,.464,1.1,2.3,.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2
47,DeJuan Blair,PF,22,SAS,64,62,21.3,4.2,7.9,.534,0.0,0.0,.000,4.2,7.9,.535,.534,1.1,1.9,.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5
48,Steve Blake,PG,31,LAL,53,5,23.3,1.9,5.1,.377,1.0,3.0,.335,0.9,2.1,.436,.476,0.4,0.5,.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2
49,Andray Blatche,PF,25,WAS,26,13,24.1,3.6,9.4,.380,0.1,0.3,.286,3.5,9.2,.382,.384,1.3,1.9,.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5
50,Eric Bledsoe,PG,22,LAC,40,1,11.6,1.2,3.2,.389,0.2,0.8,.200,1.1,2.4,.448,.413,0.7,1.1,.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3
51,Keith Bogans,SF,31,NJN,5,1,18.8,1.6,4.2,.381,0.6,2.4,.250,1.0,1.8,.556,.452,0.4,1.0,.400,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2
52,Andrew Bogut,C,27,MIL,12,12,30.3,5.1,11.3,.449,0.0,0.1,.000,5.1,11.3,.452,.449,1.2,1.9,.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3
53,Matt Bonner,PF,31,SAS,65,2,20.4,2.4,5.4,.440,1.6,3.8,.420,0.8,1.5,.490,.590,0.2,0.3,.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6
54,Trevor Booker,PF,24,WAS,50,32,25.2,3.6,6.8,.531,0.0,0.0,.500,3.6,6.8,.531,.532,1.1,1.9,.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4
55,Carlos Boozer,PF,30,CHI,66,66,29.5,6.8,12.8,.532,0.0,0.0,.000,6.8,12.7,.533,.532,1.4,2.1,.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0
56,Chris Bosh,PF,27,MIA,57,57,35.2,6.9,14.2,.487,0.2,0.6,.286,6.7,13.5,.496,.493,4.0,4.9,.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0
57,Earl Boykins,PG,35,HOU,8,0,13.9,1.5,4.5,.333,0.3,1.1,.222,1.3,3.4,.370,.361,1.6,1.9,.867,0.0,1.4,1.4,2.1,0.1,0.0,0.9,0.6,4.9
58,Craig Brackins,PF,24,PHI,14,1,6.3,0.6,2.4,.273,0.2,0.6,.333,0.4,1.7,.250,.318,0.1,0.1,.500,0.4,0.7,1.1,0.6,0.0,0.1,0.3,0.4,1.6
59,Avery Bradley,PG,21,BOS,64,28,21.4,3.1,6.3,.498,0.3,0.8,.407,2.8,5.4,.511,.525,1.0,1.2,.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6
60,Elton Brand,C,32,PHI,60,60,28.9,4.8,9.7,.494,0.0,0.0,.000,4.8,9.7,.495,.494,1.4,1.9,.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,11.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Corey Brewer,SF,25,DEN,59,17,21.8,3.4,7.8,.434,0.6,2.2,.260,2.8,5.7,.500,.470,1.5,2.2,.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9
62,Ronnie Brewer,SG,26,CHI,66,43,24.8,2.9,6.7,.427,0.3,1.0,.275,2.6,5.7,.455,.448,0.8,1.5,.560,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1.0,6.9
63,Jon Brockman,PF,24,MIL,35,0,6.8,0.4,1.3,.333,0.0,0.0,.000,0.4,1.3,.341,.333,0.2,0.4,.467,0.9,1.2,2.1,0.3,0.1,0.0,0.3,0.9,1.1
64,MarShon Brooks,SG,23,NJN,56,47,29.4,4.9,11.4,.428,0.8,2.7,.313,4.1,8.8,.463,.465,2.0,2.6,.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6
65,Derrick Brown,SF,24,CHA,65,17,22.2,3.3,6.3,.518,0.1,0.4,.250,3.2,5.9,.535,.526,1.4,2.2,.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,8.1
66,Kwame Brown,C,29,GSW,9,3,20.8,2.3,4.4,.525,0.0,0.0,,2.3,4.4,.525,.525,1.7,3.8,.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,2.3,6.3
67,Shannon Brown,SG,26,PHO,59,19,23.7,4.3,10.1,.420,1.2,3.2,.362,3.1,6.9,.446,.477,1.4,1.7,.808,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,11.0
68,Kobe Bryant,SG,33,LAL,58,58,38.5,9.9,23.0,.430,1.5,4.9,.303,8.4,18.1,.464,.462,6.6,7.8,.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9
69,Chase Budinger,SF,23,HOU,58,9,22.4,3.6,8.1,.442,1.5,3.8,.402,2.1,4.3,.476,.535,0.9,1.2,.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6
70,Alec Burks,SG,20,UTA,59,0,15.9,2.6,6.1,.429,0.3,0.8,.333,2.3,5.3,.442,.450,1.8,2.4,.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2
71,Caron Butler,SF,31,LAC,63,63,29.7,4.6,11.2,.407,1.5,4.1,.358,3.1,7.1,.435,.472,1.4,1.7,.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,12.0
72,Jimmy Butler,SG,22,CHI,42,0,8.5,0.8,1.9,.405,0.0,0.3,.182,0.7,1.6,.441,.418,1.0,1.3,.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6
73,Rasual Butler,SF,32,TOR,34,14,13.3,1.2,3.9,.308,0.6,2.3,.273,0.6,1.6,.357,.387,0.2,0.4,.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,3.2
74,Derrick Byars,PF,27,SAS,2,0,18.5,1.5,5.5,.273,0.0,3.0,.000,1.5,2.5,.600,.273,2.0,2.0,1.000,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.0
75,Andrew Bynum,C,24,LAL,60,60,35.2,7.4,13.3,.558,0.0,0.1,.200,7.4,13.2,.560,.558,3.9,5.6,.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7
76,Will Bynum,PG,29,DET,36,0,14.3,2.1,5.4,.381,0.2,0.8,.241,1.9,4.6,.406,.399,1.4,1.8,.766,0.3,1.3,1.6,1.8,0.6,0.1,1.5,1.7,5.7
77,Jose Calderon,PG,30,TOR,53,53,33.9,4.1,9.0,.457,1.1,3.0,.371,3.0,6.0,.500,.519,1.1,1.3,.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,10.5
78,Marcus Camby,C,37,TOT,59,53,22.9,2.2,4.9,.446,0.0,0.1,.400,2.1,4.8,.447,.449,0.5,1.1,.453,2.7,6.3,9.0,1.8,0.8,1.4,1.0,2.1,4.9
79,Brian Cardinal,SF,34,DAL,44,0,6.3,0.3,1.3,.255,0.2,1.1,.204,0.1,0.1,.667,.345,0.1,0.1,.833,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,1.0
80,DeMarre Carroll,SF-PF,25,TOT,24,9,14.5,1.8,4.4,.410,0.3,0.8,.368,1.5,3.6,.419,.443,0.6,0.7,.875,1.2,1.0,2.2,0.8,0.5,0.0,0.5,1.5,4.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Matt Carroll,SG,31,CHA,53,2,11.2,1.0,3.0,.331,0.2,0.8,.186,0.8,2.2,.386,.357,0.6,0.7,.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1.0,2.7
82,Anthony Carter,PG,36,TOR,24,0,8.7,0.7,2.2,.321,0.2,0.7,.294,0.5,1.5,.333,.368,0.3,0.4,.800,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2.0
83,Vince Carter,SG,35,DAL,61,40,25.3,3.7,8.9,.411,1.2,3.4,.361,2.4,5.5,.442,.480,1.6,1.9,.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1
84,Omri Casspi,SF,23,CLE,65,35,20.6,2.6,6.3,.403,0.8,2.6,.315,1.7,3.8,.463,.467,1.1,1.7,.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1
85,Mario Chalmers,PG,25,MIA,64,64,28.5,3.5,7.8,.448,1.6,4.1,.388,1.9,3.7,.513,.549,1.3,1.6,.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8
86,Tyson Chandler,C,29,NYK,62,62,33.2,3.9,5.7,.679,0.0,0.0,.000,3.9,5.7,.683,.679,3.5,5.1,.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3
87,Wilson Chandler,SF,24,DEN,8,6,26.9,3.9,9.9,.392,0.4,1.5,.250,3.5,8.4,.418,.411,1.3,1.5,.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,9.4
88,Josh Childress,SF,28,PHO,34,0,14.4,1.4,2.9,.485,0.1,0.7,.167,1.3,2.2,.587,.505,0.0,0.1,.000,0.9,1.9,2.8,1.0,0.4,0.2,0.3,1.1,2.9
89,Earl Clark,PF,24,ORL,45,1,12.4,1.1,3.1,.367,0.0,0.0,,1.1,3.1,.367,.367,0.5,0.6,.724,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2.7
90,Norris Cole,PG,23,MIA,65,2,19.4,2.7,6.9,.393,0.3,1.2,.276,2.4,5.8,.417,.417,1.0,1.3,.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8
91,Jason Collins,C,33,ATL,30,10,10.3,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.2,0.5,.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3
92,Darren Collison,PG,24,IND,60,56,31.3,3.8,8.7,.440,0.6,1.6,.362,3.3,7.2,.457,.472,2.1,2.6,.830,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4
93,Nick Collison,PF,31,OKC,63,0,20.7,1.9,3.2,.597,0.0,0.0,.000,1.9,3.2,.600,.597,0.7,1.0,.710,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5
94,Mike Conley,PG,24,MEM,62,61,35.1,4.8,11.0,.433,1.0,2.6,.377,3.8,8.5,.450,.477,2.2,2.5,.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7
95,Brian Cook,PF,31,TOT,32,0,8.6,1.0,3.1,.316,0.3,1.6,.200,0.7,1.5,.438,.367,0.3,0.3,.900,0.3,1.7,2.0,0.3,0.2,0.2,0.3,1.5,2.5
96,Daequan Cook,SG,24,OKC,57,22,17.4,1.9,5.2,.368,1.4,4.0,.346,0.5,1.2,.441,.502,0.2,0.4,.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5
97,DeMarcus Cousins,C,21,SAC,64,62,30.5,7.0,15.6,.448,0.0,0.2,.143,7.0,15.4,.453,.449,4.1,5.8,.702,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,18.1
98,Jamal Crawford,PG,31,POR,60,6,26.9,4.7,12.3,.384,1.3,4.3,.308,3.4,8.0,.426,.438,3.2,3.4,.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,14.0
99,Jordan Crawford,SG,23,WAS,64,32,27.4,5.5,13.6,.400,1.2,4.3,.289,4.2,9.4,.451,.446,2.5,3.2,.793,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7
100,Dante Cunningham,PF,24,MEM,64,5,17.6,2.3,4.4,.516,0.0,0.0,.000,2.3,4.3,.520,.516,0.7,1.1,.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Eddy Curry,C,29,MIA,14,1,5.9,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.4,0.6,.750,0.3,0.6,0.9,0.1,0.0,0.1,0.7,1.2,2.1
102,Stephen Curry,PG,23,GSW,26,23,28.2,5.6,11.4,.490,2.1,4.7,.455,3.5,6.7,.514,.583,1.5,1.8,.809,0.6,2.8,3.4,5.3,1.5,0.3,2.5,2.4,14.7
103,Samuel Dalembert,C,30,HOU,65,45,22.2,3.1,6.1,.506,0.0,0.0,.000,3.1,6.1,.508,.506,1.4,1.7,.796,2.4,4.6,7.0,0.5,0.6,1.7,1.3,2.5,7.5
104,Erick Dampier,C,36,ATL,15,0,5.5,0.1,0.5,.125,0.0,0.0,,0.1,0.5,.125,.125,0.0,0.0,,0.7,1.0,1.7,0.3,0.1,0.3,0.2,0.6,0.1
105,Marquis Daniels,SG,31,BOS,38,0,12.7,1.4,3.8,.364,0.0,0.3,.000,1.4,3.5,.391,.364,0.4,0.6,.739,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2
106,Baron Davis,PG,32,NYK,29,14,20.5,2.3,6.3,.370,0.9,2.9,.306,1.4,3.4,.424,.440,0.6,0.8,.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1
107,Ed Davis,PF,22,TOR,66,9,23.2,2.6,5.1,.513,0.0,0.0,.000,2.6,5.1,.515,.513,1.1,1.6,.670,2.0,4.6,6.6,0.9,0.6,1.0,1.0,2.4,6.3
108,Glen Davis,PF,26,ORL,61,13,23.4,3.7,8.8,.421,0.0,0.2,.143,3.7,8.5,.429,.423,1.9,2.7,.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3
109,Josh Davis,PF,31,MEM,15,0,8.7,0.7,1.8,.370,0.3,0.9,.308,0.4,0.9,.429,.444,0.3,0.5,.500,1.1,0.7,1.8,0.4,0.5,0.1,0.2,1.3,1.9
110,Eric Dawson,C,27,SAS,4,0,9.8,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.3,0.5,.500,1.3,1.3,2.5,0.0,0.3,0.5,0.8,1.5,3.8
111,Austin Daye,SF,23,DET,41,4,14.7,1.8,5.5,.322,0.3,1.5,.210,1.5,4.0,.364,.350,0.9,1.0,.814,0.3,1.9,2.2,0.8,0.5,0.5,1.0,1.5,4.7
112,Carlos Delfino,SF,29,MIL,54,53,28.5,3.4,8.4,.402,1.6,4.4,.360,1.8,4.0,.449,.497,0.7,0.9,.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,9.0
113,Luol Deng,SF,26,CHI,54,54,39.4,5.8,14.0,.412,1.5,4.0,.367,4.3,10.0,.430,.464,2.4,3.1,.770,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3
114,Justin Dentmon,PG,26,TOT,6,0,15.2,1.7,4.7,.357,0.3,2.3,.143,1.3,2.3,.571,.393,0.7,1.0,.667,0.0,1.3,1.3,1.7,0.3,0.0,1.2,1.7,4.3
115,DeMar DeRozan,SG,22,TOR,63,63,35.0,6.0,14.3,.422,0.4,1.5,.261,5.7,12.9,.440,.435,4.3,5.3,.810,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7
116,Boris Diaw,PF,29,TOT,57,35,25.0,2.7,6.2,.444,0.5,1.7,.313,2.2,4.4,.496,.489,0.4,0.6,.629,1.2,3.7,4.9,3.6,0.6,0.4,2.0,2.2,6.4
117,Ike Diogu,PF,28,SAS,2,0,7.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
118,DeSagana Diop,C,30,CHA,27,9,12.0,0.6,1.6,.357,0.0,0.0,,0.6,1.6,.357,.357,0.0,0.2,.167,1.2,1.9,3.1,0.9,0.2,0.5,0.7,1.3,1.1
119,Keyon Dooling,SG,31,BOS,46,2,14.4,1.4,3.5,.405,0.6,1.8,.333,0.8,1.8,.476,.488,0.5,0.7,.742,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.2,4.0
120,Toney Douglas,PG,25,NYK,38,9,17.3,2.5,7.6,.324,0.7,3.1,.231,1.8,4.6,.387,.371,0.6,0.7,.846,0.4,1.5,1.9,2.0,0.8,0.0,1.5,1.4,6.2
