
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
42,Terry Dischinger,SF,29,DET,75,,23.4,4.6,8.7,.526,,,,4.6,8.7,.526,.526,2.3,3.2,.722,,,4.9,1.4,,,,2.8,11.4
43,Johnny Egan,PG,31,LAL,72,,22.6,3.0,6.8,.438,,,,3.0,6.8,.438,.438,1.4,1.7,.818,,,1.4,3.0,,,,2.4,7.3
44,Joe Ellis,SF,25,SFW,76,,31.3,6.6,16.1,.410,,,,6.6,16.1,.410,.410,2.6,3.6,.741,,,7.8,1.8,,,,3.7,15.8
45,Leroy Ellis,C,29,BAL,72,,16.2,2.7,5.8,.469,,,,2.7,5.8,.469,.469,1.2,1.6,.741,,,5.2,0.7,,,,1.8,6.6
46,Keith Erickson,SF,25,LAL,68,,25.8,3.8,8.3,.458,,,,3.8,8.3,.458,.458,1.3,1.8,.746,,,4.5,3.1,,,,2.6,8.9
47,Hank Finkel,C,27,BOS,80,,23.3,3.9,8.5,.454,,,,3.9,8.5,.454,.454,2.0,2.9,.670,,,7.7,1.3,,,,3.7,9.7
48,Fred Foster,SF,23,CIN,74,,28.1,6.2,13.9,.449,,,,6.2,13.9,.449,.449,2.4,3.3,.724,,,4.2,1.4,,,,2.8,14.8
49,Jim Fox,C,26,PHO,81,,25.2,5.1,9.7,.524,,,,5.1,9.7,.524,.524,2.7,3.5,.770,,,7.0,1.1,,,,3.2,12.9
50,Walt Frazier*,PG,24,NYK,77,,39.5,7.8,15.0,.518,,,,7.8,15.0,.518,.518,5.3,7.1,.748,,,6.0,8.2,,,,2.6,20.9
51,Dave Gambee,SF,32,SFW,73,,13.0,2.5,6.4,.399,,,,2.5,6.4,.399,.399,2.1,2.5,.839,,,3.3,0.8,,,,2.4,7.2
52,Dick Garrett,SG,23,LAL,73,,31.8,4.8,11.2,.434,,,,4.8,11.2,.434,.434,1.9,2.2,.852,,,3.2,2.5,,,,3.2,11.6
53,Herm Gilliam,SG,23,CIN,57,,20.4,3.1,7.7,.406,,,,3.1,7.7,.406,.406,1.2,1.6,.747,,,3.8,3.1,,,,2.9,7.5
54,Gail Goodrich*,PG,26,PHO,81,,39.9,7.0,15.4,.454,,,,7.0,15.4,.454,.454,6.0,7.5,.808,,,4.2,7.5,,,,3.1,20.0
55,Bob Greacen,SF,22,MIL,41,,7.1,1.1,2.7,.404,,,,1.1,2.7,.404,.404,0.4,0.7,.643,,,1.4,0.7,,,,1.2,2.6
56,Johnny Green,PF,36,CIN,78,,29.2,6.2,11.0,.559,,,,6.2,11.0,.559,.559,3.3,5.5,.592,,,10.8,1.4,,,,3.4,15.6
57,Lamar Green,PF,22,PHO,58,,12.1,1.7,4.0,.432,,,,1.7,4.0,.432,.432,0.7,1.2,.586,,,4.8,0.3,,,,2.0,4.2
58,Hal Greer*,SG,33,PHI,80,,37.8,8.8,19.4,.455,,,,8.8,19.4,.455,.455,4.4,5.4,.815,,,4.7,5.1,,,,3.8,22.0
59,Gary Gregor,SF,24,ATL,81,,19.8,3.5,8.2,.433,,,,3.5,8.2,.433,.433,1.1,1.4,.779,,,4.9,0.8,,,,2.0,8.1
60,Richie Guerin*,SG,37,ATL,8,,8.0,0.4,1.4,.273,,,,0.4,1.4,.273,.273,0.1,0.1,1.000,,,0.3,1.5,,,,1.1,0.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Matt Guokas,SG,25,PHI,80,,19.5,2.4,5.2,.454,,,,2.4,5.2,.454,.454,1.3,1.9,.711,,,2.7,2.8,,,,2.5,6.1
62,Al Hairston,SG,24,SEA,3,,6.7,1.0,2.7,.375,,,,1.0,2.7,.375,.375,0.3,0.3,1.000,,,1.7,2.0,,,,1.0,2.3
63,Happy Hairston,PF,27,TOT,70,,34.7,6.9,13.9,.496,,,,6.9,13.9,.496,.496,4.7,5.9,.789,,,11.1,1.7,,,,3.3,18.5
64,Shaler Halimon,SG,24,CHI,38,,13.6,2.5,6.4,.393,,,,2.5,6.4,.393,.393,1.3,1.9,.671,,,1.8,1.8,,,,1.5,6.3
65,Art Harris,SG,23,TOT,81,,19.2,3.5,8.9,.394,,,,3.5,8.9,.394,.394,1.1,1.7,.642,,,2.0,2.9,,,,2.7,8.1
66,Clem Haskins,SG,26,CHI,82,,39.2,8.1,18.1,.450,,,,8.1,18.1,.450,.450,4.0,5.2,.783,,,4.6,7.6,,,,2.9,20.3
67,John Havlicek*,SG,29,BOS,81,,41.6,9.1,19.6,.464,,,,9.1,19.6,.464,.464,6.0,7.1,.844,,,7.8,6.8,,,,2.6,24.2
68,Connie Hawkins*,SF,27,PHO,81,,40.9,8.8,17.9,.490,,,,8.8,17.9,.490,.490,7.1,9.1,.779,,,10.4,4.8,,,,3.5,24.6
69,Elvin Hayes*,C,24,SDR,82,,44.7,11.1,24.6,.452,,,,11.1,24.6,.452,.452,5.2,7.6,.688,,,16.9,2.0,,,,3.3,27.5
70,Brian Heaney,G,23,BAL,14,,5.0,0.9,1.7,.542,,,,0.9,1.7,.542,.542,0.1,0.3,.500,,,0.3,0.4,,,,1.2,2.0
71,Fred Hetzel,SF,27,PHI,63,,12.0,2.5,5.1,.483,,,,2.5,5.1,.483,.483,1.1,1.3,.835,,,3.3,0.7,,,,1.7,6.1
72,Bill Hewitt,PF,25,TOT,65,,19.7,1.7,4.6,.369,,,,1.7,4.6,.369,.369,0.8,1.4,.574,,,5.4,1.0,,,,2.0,4.2
73,Bill Hosket,PF,23,NYK,36,,6.5,1.3,2.5,.505,,,,1.3,2.5,.505,.505,0.7,0.9,.788,,,1.8,0.5,,,,1.0,3.3
74,Bailey Howell*,PF,33,BOS,82,,25.3,4.9,11.4,.429,,,,4.9,11.4,.429,.429,2.9,3.8,.763,,,6.7,1.5,,,,3.2,12.6
75,Lou Hudson,SF,25,ATL,80,,38.6,10.4,19.6,.531,,,,10.4,19.6,.531,.531,4.6,5.6,.824,,,4.7,3.5,,,,2.8,25.4
76,Darrall Imhoff,C,31,PHI,79,,31.3,5.4,10.1,.540,,,,5.4,10.1,.540,.540,2.7,4.2,.650,,,9.5,2.7,,,,3.7,13.6
77,Luke Jackson,PF,28,PHI,37,,15.8,1.9,4.9,.392,,,,1.9,4.9,.392,.392,1.6,2.2,.741,,,5.4,1.4,,,,2.2,5.5
78,Gus Johnson*,PF,31,BAL,78,,37.4,7.4,16.4,.451,,,,7.4,16.4,.451,.451,2.5,3.5,.724,,,13.9,3.4,,,,3.4,17.3
79,Neil Johnson,PF,26,PHO,28,,4.9,0.7,2.1,.333,,,,0.7,2.1,.333,.333,0.3,0.4,.667,,,1.7,0.4,,,,1.4,1.7
80,Rich Johnson,C,23,BOS,65,,13.8,2.6,5.6,.463,,,,2.6,5.6,.463,.463,0.7,1.1,.657,,,3.2,0.5,,,,2.4,5.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Wali Jones,PG,27,PHI,78,,22.3,4.7,10.9,.430,,,,4.7,10.9,.430,.430,2.4,2.9,.841,,,2.2,3.5,,,,2.7,11.8
82,Bob Kauffman,PF,23,CHI,64,,12.1,1.5,3.5,.425,,,,1.5,3.5,.425,.425,1.4,1.9,.715,,,3.3,1.2,,,,1.8,4.3
83,Joe Kennedy,SF,23,SEA,14,,5.9,0.2,2.4,.088,,,,0.2,2.4,.088,.088,0.1,0.1,1.000,,,1.4,0.5,,,,0.5,0.6
84,Toby Kimball,PF,27,SDR,77,,21.1,2.8,6.6,.429,,,,2.8,6.6,.429,.429,1.4,2.4,.578,,,8.1,1.2,,,,2.4,7.1
85,Jim King,PG,28,TOT,34,,11.5,1.6,3.8,.411,,,,1.6,3.8,.411,.411,1.0,1.2,.805,,,1.8,1.5,,,,1.4,4.1
86,Don Kojis,SF,31,SDR,56,,28.2,6.0,13.5,.447,,,,6.0,13.5,.447,.447,3.2,4.3,.751,,,6.9,1.4,,,,2.4,15.3
87,Howard Komives,PG,28,DET,82,,29.5,4.4,10.7,.413,,,,4.4,10.7,.413,.413,2.3,2.9,.812,,,2.4,3.8,,,,3.0,11.2
88,Steve Kuberski,PF,22,BOS,51,,15.6,2.5,6.6,.388,,,,2.5,6.6,.388,.388,1.3,1.8,.696,,,5.0,0.6,,,,1.7,6.4
89,Stu Lantz,PG,23,SDR,82,,30.1,5.5,12.5,.443,,,,5.5,12.5,.443,.443,3.4,4.4,.770,,,3.1,3.5,,,,2.9,14.5
90,Clyde Lee,C,25,SFW,82,,32.2,4.4,10.0,.440,,,,4.4,10.0,.440,.440,2.2,3.7,.593,,,11.3,1.0,,,,3.2,11.0
91,Bobby Lewis,SG,24,SFW,73,,18.5,2.9,7.6,.382,,,,2.9,7.6,.382,.382,1.4,2.1,.658,,,2.2,2.7,,,,2.3,7.2
92,Paul Long,SG,25,DET,25,,5.2,1.1,2.5,.452,,,,1.1,2.5,.452,.452,1.1,1.5,.711,,,0.4,0.7,,,,0.9,3.3
93,Kevin Loughery,SG,29,BAL,55,,37.0,8.7,19.7,.441,,,,8.7,19.7,.441,.441,4.6,5.4,.849,,,3.1,5.3,,,,3.3,21.9
94,Bob Love,PF,27,CHI,82,,38.1,7.8,16.7,.466,,,,7.8,16.7,.466,.466,5.4,6.4,.842,,,8.7,1.8,,,,3.2,21.0
95,Jerry Lucas*,PF,29,TOT,67,,36.1,6.0,11.9,.507,,,,6.0,11.9,.507,.507,3.0,3.8,.784,,,14.2,2.6,,,,2.4,15.1
96,Mike Lynn,SF,24,LAL,44,,9.2,1.0,3.0,.331,,,,1.0,3.0,.331,.331,0.7,1.1,.646,,,1.5,0.7,,,,2.0,2.7
97,Ed Manning,SF-PF,26,TOT,67,,11.6,1.8,4.8,.371,,,,1.8,4.8,.371,.371,0.6,0.8,.750,,,3.5,0.5,,,,1.8,4.2
98,Jack Marin,SF,25,BAL,82,,35.9,8.1,16.6,.489,,,,8.1,16.6,.489,.489,3.5,4.1,.844,,,6.5,2.6,,,,3.0,19.7
99,Don May,SF,24,NYK,37,,6.4,1.1,2.7,.386,,,,1.1,2.7,.386,.386,0.5,0.5,.947,,,1.4,0.5,,,,1.1,2.6
100,Willie McCarter,SG,23,LAL,40,,21.5,3.3,8.7,.378,,,,3.3,8.7,.378,.378,1.1,1.5,.717,,,2.1,2.3,,,,1.8,7.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Jon McGlocklin,SG,26,MIL,82,,36.2,7.8,14.7,.530,,,,7.8,14.7,.530,.530,2.1,2.4,.854,,,3.1,3.7,,,,2.0,17.6
102,Stan McKenzie,SF,25,PHO,58,,9.1,1.4,3.6,.393,,,,1.4,3.6,.393,.393,1.0,1.3,.795,,,1.6,0.9,,,,1.2,3.8
103,McCoy McLemore,SF,27,DET,73,,19.5,3.2,6.8,.466,,,,3.2,6.8,.466,.466,1.6,2.0,.821,,,4.6,1.1,,,,2.2,8.0
104,Tom Meschery,SF,31,SEA,80,,28.7,4.9,10.2,.482,,,,4.9,10.2,.482,.482,2.5,3.1,.790,,,8.3,2.0,,,,4.0,12.3
105,Eddie Miles,SG,29,TOT,47,,27.6,5.1,11.5,.440,,,,5.1,11.5,.440,.440,2.8,3.7,.760,,,3.8,1.8,,,,2.3,13.0
106,Steve Mix,SF,22,DET,18,,15.3,2.7,5.6,.480,,,,2.7,5.6,.480,.480,1.3,2.2,.590,,,3.6,0.8,,,,1.7,6.6
107,Earl Monroe*,PG,25,BAL,82,,37.2,8.5,19.0,.446,,,,8.5,19.0,.446,.446,6.5,7.8,.830,,,3.1,4.9,,,,3.1,23.4
108,Otto Moore,C,23,DET,81,,31.1,4.7,9.9,.476,,,,4.7,9.9,.476,.476,2.4,3.8,.636,,,11.1,1.3,,,,2.9,11.9
109,Erwin Mueller,PF,25,TOT,78,,30.2,3.8,8.3,.464,,,,3.8,8.3,.464,.464,2.4,3.4,.719,,,6.2,2.6,,,,2.5,10.1
110,Jeff Mullins,SG,27,SFW,74,,38.7,8.9,19.3,.460,,,,8.9,19.3,.460,.460,4.3,5.1,.847,,,5.2,4.9,,,,3.2,22.1
111,Dorie Murrey,C,26,SEA,81,,13.3,1.9,4.2,.446,,,,1.9,4.2,.446,.446,1.7,2.3,.731,,,4.4,0.9,,,,2.4,5.5
112,Don Nelson*,PF,29,BOS,82,,27.1,5.6,11.2,.501,,,,5.6,11.2,.501,.501,4.1,5.3,.775,,,7.3,1.8,,,,2.9,15.4
113,Dave Newmark,C,23,ATL,64,,9.6,2.0,4.6,.429,,,,2.0,4.6,.429,.429,0.9,1.2,.766,,,2.7,0.7,,,,2.0,4.9
114,Rich Niemann,C,23,BOS,6,,3.0,0.3,0.8,.400,,,,0.3,0.8,.400,.400,0.3,0.3,1.000,,,1.0,0.3,,,,1.7,1.0
115,Grady O'Malley,F,21,ATL,24,,4.7,0.9,2.5,.350,,,,0.9,2.5,.350,.350,0.3,0.8,.421,,,1.1,0.4,,,,0.5,2.1
116,Bud Ogden,SF,23,PHI,47,,7.6,1.7,3.7,.477,,,,1.7,3.7,.477,.477,0.6,0.8,.692,,,1.8,0.7,,,,1.3,4.1
117,Don Ohl,SG,33,ATL,66,,14.9,2.7,5.6,.473,,,,2.7,5.6,.473,.473,0.9,1.1,.806,,,1.1,1.5,,,,1.7,6.2
118,Loy Petersen,SG,24,CHI,31,,7.5,1.1,2.9,.367,,,,1.1,2.9,.367,.367,0.8,1.3,.667,,,0.8,0.7,,,,0.7,3.0
119,Bob Portman,SG,22,SFW,60,,13.6,3.0,6.6,.445,,,,3.0,6.6,.445,.445,1.1,1.4,.776,,,3.7,0.5,,,,1.3,7.0
120,Bob Quick,SF,23,TOT,34,,10.7,1.9,4.1,.453,,,,1.9,4.1,.453,.453,1.4,2.1,.690,,,2.2,0.4,,,,1.5,5.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Luther Rackley,C,23,CIN,66,,19.0,2.9,6.4,.449,,,,2.9,6.4,.449,.449,1.9,3.0,.636,,,5.7,0.8,,,,3.1,7.6
122,Willis Reed*,C,27,NYK,81,,38.1,8.7,17.1,.507,,,,8.7,17.1,.507,.507,4.3,5.7,.756,,,13.9,2.0,,,,3.5,21.7
123,George Reynolds,G,22,DET,10,,4.4,0.8,1.9,.421,,,,0.8,1.9,.421,.421,0.5,0.7,.714,,,1.4,1.2,,,,1.0,2.1
124,Pat Riley*,SF,24,SDR,36,,13.2,2.1,5.0,.417,,,,2.1,5.0,.417,.417,1.1,1.5,.727,,,1.6,2.4,,,,1.9,5.3
125,Mike Riordan,SG,24,NYK,81,,20.7,3.1,6.8,.464,,,,3.1,6.8,.464,.464,1.4,2.0,.691,,,2.4,2.5,,,,2.4,7.7
126,Rick Roberson,C,22,LAL,74,,27.1,3.5,7.9,.447,,,,3.5,7.9,.447,.447,1.6,2.9,.566,,,9.1,1.2,,,,3.5,8.7
127,Oscar Robertson*,PG,31,CIN,69,,41.5,9.4,18.4,.511,,,,9.4,18.4,.511,.511,6.6,8.1,.809,,,6.1,8.1,,,,2.5,25.3
128,Flynn Robinson,PG,28,MIL,81,,34.1,8.2,17.2,.477,,,,8.2,17.2,.477,.477,5.4,6.0,.898,,,3.2,5.5,,,,3.1,21.8
129,Guy Rodgers*,PG,34,MIL,64,,11.7,1.1,3.0,.356,,,,1.1,3.0,.356,.356,1.0,1.4,.744,,,1.2,3.3,,,,1.1,3.2
130,Bob Rule,C,25,SEA,80,,37.0,9.9,21.3,.463,,,,9.9,21.3,.463,.463,4.8,6.8,.714,,,10.3,1.8,,,,3.5,24.6
131,Cazzie Russell,SF,25,NYK,78,,20.0,4.9,9.9,.498,,,,4.9,9.9,.498,.498,1.6,2.1,.775,,,3.0,1.7,,,,1.8,11.5
132,Tom Sanders*,SF,31,BOS,57,,28.4,4.3,9.7,.443,,,,4.3,9.7,.443,.443,2.8,3.2,.880,,,5.5,1.6,,,,3.5,11.5
133,Dale Schlueter,C,24,SFW,63,,10.9,1.3,2.7,.491,,,,1.3,2.7,.491,.491,1.0,1.5,.619,,,3.7,0.4,,,,1.7,3.6
134,Dave Scholz,F,21,PHI,1,,1.0,1.0,1.0,1.000,,,,1.0,1.0,1.000,1.000,0.0,0.0,,,,0.0,0.0,,,,0.0,2.0
135,Ray Scott,PF,31,BAL,73,,19.1,3.5,8.3,.425,,,,3.5,8.3,.425,.425,1.9,2.4,.803,,,6.3,1.6,,,,2.0,8.9
136,Larry Siegfried,PG,30,BOS,78,,26.7,4.9,11.6,.424,,,,4.9,11.6,.424,.424,2.8,3.3,.856,,,2.7,3.8,,,,2.4,12.6
137,Paul Silas,PF,26,PHO,78,,36.4,4.8,10.3,.464,,,,4.8,10.3,.464,.464,3.2,5.3,.607,,,11.7,2.7,,,,3.4,12.8
138,Jerry Sloan*,SF,27,CHI,53,,34.4,5.8,13.9,.421,,,,5.8,13.9,.421,.421,3.9,6.0,.651,,,7.0,3.1,,,,3.4,15.6
139,Adrian Smith,SG,33,TOT,77,,14.1,2.0,5.4,.368,,,,2.0,5.4,.368,.368,2.0,2.2,.894,,,1.1,1.7,,,,1.6,5.9
140,Bingo Smith,SF,23,SDR,75,,16.0,3.2,7.6,.427,,,,3.2,7.6,.427,.427,0.9,1.3,.688,,,4.4,1.0,,,,1.6,7.3
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Greg Smith,PF,23,MIL,82,,28.9,4.1,8.1,.511,,,,4.1,8.1,.511,.511,1.5,2.1,.718,,,8.7,1.9,,,,3.7,9.8
142,Dick Snyder,SG,25,TOT,82,,29.7,5.6,10.5,.528,,,,5.6,10.5,.528,.528,2.1,2.5,.813,,,3.9,4.2,,,,3.4,13.2
143,Dave Stallworth,SF,28,NYK,82,,16.8,2.9,6.8,.429,,,,2.9,6.8,.429,.429,2.0,2.7,.716,,,3.9,1.7,,,,2.4,7.8
144,Rod Thorn,SG,28,SEA,19,,5.5,1.1,2.4,.444,,,,1.1,2.4,.444,.444,0.8,1.3,.625,,,0.8,0.9,,,,0.4,2.9
145,Nate Thurmond*,C,28,SFW,43,,44.6,7.9,19.2,.414,,,,7.9,19.2,.414,.414,6.1,8.0,.754,,,17.7,3.5,,,,2.6,21.9
146,Gene Tormohlen,C,32,ATL,2,,5.5,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.0,0.0,,,,2.0,0.5,,,,1.5,2.0
147,John Trapp,SF,24,SDR,70,,14.6,2.6,6.2,.426,,,,2.6,6.2,.426,.426,1.0,1.5,.692,,,4.4,0.7,,,,2.9,6.3
148,John Tresvant,PF,30,TOT,69,,21.7,3.8,8.6,.444,,,,3.8,8.6,.444,.444,3.0,4.1,.725,,,6.2,1.6,,,,3.0,10.6
149,Al Tucker,PF,26,TOT,61,,13.4,2.4,4.7,.512,,,,2.4,4.7,.512,.512,1.1,1.4,.805,,,2.7,0.6,,,,1.4,5.9
150,Bill Turner,PF-SF,25,TOT,72,,16.3,2.7,6.5,.421,,,,2.7,6.5,.421,.421,1.7,2.3,.737,,,4.2,0.6,,,,2.7,7.2
151,Wes Unseld*,C,23,BAL,82,,39.4,6.4,12.4,.518,,,,6.4,12.4,.518,.518,3.3,5.2,.638,,,16.7,3.5,,,,3.0,16.2
