
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
46,Willie Burton,SF,22,MIA,76,26,25.4,4.5,10.2,.441,0.1,0.4,.133,4.4,9.8,.454,.444,3.0,3.9,.782,1.5,2.0,3.4,1.4,0.9,0.3,1.9,3.6,12.0
47,Greg Butler,C,24,LAC,9,0,4.1,0.6,2.1,.263,0.0,0.0,,0.6,2.1,.263,.263,0.4,0.7,.667,0.9,0.9,1.8,0.1,0.0,0.0,0.4,1.0,1.6
48,Michael Cage,C,29,SEA,82,55,26.1,2.8,5.4,.508,0.0,0.0,.000,2.8,5.4,.511,.508,0.9,1.4,.625,2.2,4.6,6.8,1.1,1.0,0.7,1.0,2.4,6.4
49,Adrian Caldwell,PF,24,HOU,42,0,8.2,0.8,2.0,.422,0.0,0.0,.000,0.8,2.0,.427,.422,0.2,0.4,.412,1.0,1.4,2.4,0.2,0.5,0.2,0.7,0.8,1.8
50,Rick Calloway,SG,24,SAC,64,0,10.6,1.2,3.0,.391,0.0,0.0,.000,1.2,3.0,.395,.391,0.9,1.2,.696,0.4,0.8,1.2,1.0,0.3,0.1,0.8,1.5,3.2
51,Elden Campbell,PF,22,LAL,52,0,7.3,1.1,2.4,.455,0.0,0.0,,1.1,2.4,.455,.455,0.6,0.9,.653,0.8,1.1,1.8,0.2,0.2,0.7,0.3,1.4,2.8
52,Tony Campbell,SG,28,MIN,77,71,37.6,8.5,19.5,.434,0.2,0.8,.262,8.3,18.7,.441,.439,4.6,5.8,.803,2.1,2.4,4.5,2.8,1.6,0.6,2.5,2.6,21.8
53,Antoine Carr,PF,29,SAC,77,48,32.8,8.2,15.9,.511,0.0,0.0,.000,8.2,15.9,.513,.511,3.8,5.1,.758,2.1,3.3,5.5,2.5,0.6,1.3,2.2,4.1,20.1
54,Joe Barry Carroll,C,32,PHO,11,0,8.7,1.2,3.3,.361,0.0,0.0,,1.2,3.3,.361,.361,1.0,1.1,.917,0.3,1.9,2.2,1.0,0.1,0.7,1.1,1.6,3.4
55,Bill Cartwright,C,33,CHI,79,79,28.8,4.0,8.2,.490,0.0,0.0,,4.0,8.2,.490,.490,1.6,2.3,.697,2.1,4.0,6.2,1.6,0.4,0.2,1.4,2.1,9.6
56,Terry Catledge,PF,27,ORL,51,38,28.6,5.7,12.4,.462,0.0,0.1,.000,5.7,12.3,.466,.462,3.2,5.1,.624,3.3,3.7,7.0,1.1,0.7,0.2,2.1,2.2,14.6
57,Duane Causwell,C,22,SAC,76,55,22.6,2.8,5.4,.508,0.0,0.0,,2.8,5.4,.508,.508,1.4,2.2,.636,1.9,3.3,5.1,0.9,0.6,1.9,1.3,3.0,6.9
58,Cedric Ceballos,SF,21,PHO,63,0,11.6,3.2,6.7,.487,0.0,0.1,.167,3.2,6.6,.492,.488,1.7,2.6,.663,1.2,1.2,2.4,0.6,0.3,0.1,1.1,1.1,8.2
59,Tom Chambers,PF,31,PHO,76,75,32.6,7.3,16.7,.437,0.3,1.0,.274,7.1,15.8,.447,.445,5.0,6.0,.826,1.4,5.1,6.4,2.6,0.9,0.7,2.3,3.1,19.9
60,Rex Chapman,PG,23,CHH,70,68,30.0,5.9,13.2,.445,0.7,2.1,.324,5.2,11.1,.468,.471,3.3,4.0,.830,0.6,2.1,2.7,3.6,1.0,0.2,1.9,2.4,15.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Maurice Cheeks,PG,34,NYK,76,64,28.3,3.2,6.4,.499,0.1,0.3,.250,3.1,6.1,.510,.504,1.4,1.7,.814,0.3,2.0,2.3,5.7,1.7,0.1,1.4,1.8,7.8
62,Derrick Chievous,SF,23,CLE,18,0,6.1,0.9,2.6,.370,0.0,0.0,,0.9,2.6,.370,.370,0.5,0.9,.563,0.6,0.4,1.0,0.1,0.2,0.1,0.3,0.9,2.4
63,Richard Coffey,SF,25,MIN,52,1,6.2,0.5,1.4,.373,0.0,0.0,.000,0.5,1.4,.378,.373,0.2,0.4,.545,0.8,0.7,1.5,0.1,0.1,0.1,0.1,0.9,1.3
64,Derrick Coleman,PF,23,NJN,74,68,35.2,6.9,14.9,.467,0.2,0.5,.342,6.8,14.4,.472,.473,4.4,6.0,.731,3.6,6.6,10.3,2.2,1.0,1.3,2.9,2.9,18.4
65,Bimbo Coles,PG,22,MIA,82,9,16.5,2.0,4.8,.412,0.1,0.4,.176,1.9,4.4,.435,.420,0.9,1.2,.747,0.7,1.2,1.9,2.8,0.8,0.1,1.2,1.8,4.9
66,Steve Colter,PG,28,SAC,19,0,13.2,1.2,2.9,.411,0.3,0.7,.357,0.9,2.2,.429,.455,0.4,0.5,.700,0.3,1.1,1.4,1.9,0.6,0.1,0.6,1.4,3.1
67,Lester Conner,PG,31,TOT,74,4,13.6,1.3,2.8,.464,0.0,0.1,.000,1.3,2.7,.475,.464,0.9,1.3,.723,0.3,1.2,1.5,2.2,1.1,0.0,0.8,1.0,3.5
68,Anthony Cook,PF,23,DEN,58,25,19.3,2.0,4.9,.417,0.0,0.1,.000,2.0,4.8,.421,.417,1.2,2.2,.550,2.3,3.3,5.6,0.4,0.6,1.2,0.9,1.7,5.3
69,Wayne Cooper,C,34,POR,67,1,11.1,0.9,2.2,.393,0.0,0.0,.000,0.9,2.1,.396,.393,0.5,0.6,.786,0.8,2.0,2.8,0.3,0.1,0.9,0.3,1.8,2.2
70,Tyrone Corbin,SF,28,MIN,82,82,39.0,7.2,16.0,.448,0.0,0.1,.200,7.1,15.9,.450,.449,3.6,4.5,.798,2.3,4.9,7.2,4.2,2.0,0.6,2.5,3.1,18.0
71,Dave Corzine,C,34,SEA,28,0,5.3,0.6,1.4,.447,0.0,0.0,,0.6,1.4,.447,.447,0.5,0.8,.591,0.4,0.8,1.2,0.1,0.2,0.2,0.1,0.6,1.7
72,Pat Cummings,PF,34,UTA,4,0,6.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,1.8,2.5,.700,0.8,0.5,1.3,0.0,0.0,0.0,0.5,2.0,3.8
73,Terry Cummings,PF,29,SAS,67,62,32.8,7.5,15.5,.484,0.1,0.5,.212,7.4,15.0,.493,.487,2.4,3.6,.683,2.9,4.9,7.8,2.3,0.9,0.4,2.0,3.4,17.6
74,Earl Cureton,PF,33,CHH,9,1,17.7,0.9,2.7,.333,0.0,0.1,.000,0.9,2.6,.348,.333,0.1,0.3,.333,0.7,3.3,4.0,0.3,0.0,0.3,0.7,1.8,1.9
75,Dell Curry,SG,26,CHH,76,14,19.9,4.4,9.4,.471,0.4,1.1,.372,4.0,8.3,.485,.494,1.3,1.5,.842,0.6,2.0,2.6,2.2,1.0,0.3,1.1,1.6,10.6
76,Quintin Dailey,SG,30,SEA,30,0,10.0,2.4,5.2,.471,0.0,0.0,.000,2.4,5.1,.474,.471,1.3,2.1,.613,0.4,0.7,1.1,0.5,0.2,0.0,0.6,0.8,6.1
77,Adrian Dantley*,SF,34,MIL,10,0,12.6,1.9,5.0,.380,0.1,0.3,.333,1.8,4.7,.383,.390,1.8,2.6,.692,0.8,0.5,1.3,0.9,0.5,0.0,0.6,0.8,5.7
78,Brad Daugherty,C,25,CLE,76,76,38.8,8.0,15.2,.524,0.0,0.0,.000,8.0,15.2,.525,.524,5.7,7.6,.751,2.3,8.6,10.9,3.3,1.0,0.6,2.8,2.5,21.6
79,Brad Davis,PG,35,DAL,80,6,17.8,2.0,4.7,.426,0.3,1.1,.259,1.7,3.6,.476,.456,1.1,1.5,.771,0.2,1.3,1.5,2.9,0.6,0.2,1.0,2.7,5.4
80,Terry Davis,PF,23,MIA,55,17,18.1,2.1,4.3,.487,0.0,0.0,.500,2.1,4.3,.487,.489,1.3,2.3,.556,1.9,2.9,4.8,0.7,0.3,0.5,0.7,2.3,5.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Walter Davis,SG,36,TOT,71,14,20.9,5.7,12.1,.468,0.2,0.5,.306,5.5,11.6,.475,.474,1.5,1.6,.915,1.0,1.5,2.5,1.8,1.1,0.0,1.2,2.1,13.0
82,Johnny Dawkins,PG,27,PHI,4,4,31.0,6.5,10.3,.634,0.3,1.0,.250,6.3,9.3,.676,.646,2.5,2.8,.909,0.0,4.0,4.0,7.0,0.8,0.0,2.0,1.0,15.8
83,Tony Dawson,SF,23,SAC,4,0,4.3,1.0,1.8,.571,0.3,0.3,1.000,0.8,1.5,.500,.643,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.0,2.3
84,Byron Dinkins,PG,23,TOT,12,0,12.4,1.2,2.8,.412,0.0,0.0,,1.2,2.8,.412,.412,0.7,0.8,.889,0.0,1.0,1.0,1.6,0.2,0.0,1.1,1.3,3.0
85,Vlade Divac,C,22,LAL,82,81,28.2,4.4,7.8,.565,0.1,0.2,.357,4.3,7.6,.570,.569,2.4,3.4,.703,2.5,5.6,8.1,1.1,1.3,1.5,1.8,3.0,11.2
86,James Donaldson,C,33,DAL,82,82,34.1,4.0,7.5,.532,0.0,0.0,,4.0,7.5,.532,.532,2.0,2.8,.721,2.5,6.4,8.9,0.8,0.4,1.1,1.8,2.2,10.0
87,Sherman Douglas,PG,24,MIA,73,73,35.1,7.3,14.5,.504,0.1,0.4,.129,7.2,14.0,.516,.506,3.9,5.7,.686,1.1,1.8,2.9,8.5,1.7,0.1,3.7,2.4,18.5
88,Greg Dreiling,C,28,IND,73,42,14.1,1.3,2.7,.505,0.0,0.0,.000,1.3,2.6,.510,.505,0.9,1.4,.600,0.9,2.6,3.5,0.7,0.3,0.4,0.8,2.4,3.5
89,Larry Drew,PG,32,LAL,48,2,10.3,1.1,2.6,.432,0.3,0.7,.424,0.8,1.9,.435,.488,0.4,0.5,.773,0.1,0.6,0.7,2.5,0.3,0.0,1.0,0.8,2.9
90,Clyde Drexler*,SG,28,POR,82,82,34.8,7.9,16.3,.482,0.7,2.3,.319,7.1,14.0,.509,.505,5.1,6.4,.794,2.6,4.1,6.7,6.0,1.8,0.7,2.8,2.8,21.5
91,Kevin Duckworth,C,26,POR,81,81,31.0,6.4,13.4,.481,0.0,0.0,.000,6.4,13.4,.482,.481,3.0,3.8,.772,2.2,4.4,6.6,1.1,0.4,0.4,2.3,3.1,15.8
92,Chris Dudley,C,25,NJN,61,25,25.6,2.8,6.8,.408,0.0,0.0,,2.8,6.8,.408,.408,1.5,2.9,.534,3.8,4.6,8.4,0.6,0.6,2.5,1.3,3.6,7.1
93,Joe Dumars*,SG,27,DET,80,80,38.1,7.8,16.2,.481,0.2,0.6,.311,7.6,15.6,.488,.487,4.6,5.2,.890,0.8,1.6,2.3,5.5,1.1,0.1,2.4,1.7,20.4
94,T.R. Dunn,SG,35,DEN,17,3,12.8,1.2,2.8,.447,0.1,0.2,.250,1.2,2.5,.465,.457,0.5,0.6,.900,1.2,1.3,2.5,1.4,0.7,0.1,0.4,1.8,3.1
95,Ledell Eackles,SG,24,WSB,67,17,24.1,5.1,11.4,.453,0.2,0.9,.237,4.9,10.5,.471,.462,2.4,3.3,.739,0.7,1.2,1.9,2.0,0.7,0.1,1.7,1.8,13.0
96,Mark Eaton,C,34,UTA,80,80,32.3,2.1,3.7,.579,0.0,0.0,,2.1,3.7,.579,.579,0.9,1.4,.634,2.3,6.1,8.3,0.6,0.5,2.4,1.2,3.7,5.1
97,Blue Edwards,SF,25,UTA,62,56,26.0,3.9,7.5,.526,0.1,0.4,.250,3.8,7.1,.541,.532,1.3,1.9,.701,0.8,2.4,3.2,1.7,0.9,0.5,1.7,3.3,9.3
98,James Edwards,C,35,DET,72,70,26.4,5.3,11.0,.484,0.0,0.0,.500,5.3,11.0,.484,.484,3.0,4.1,.729,1.3,2.6,3.8,0.9,0.2,0.4,1.8,3.5,13.6
99,Kevin Edwards,SG,25,MIA,79,16,25.3,4.8,11.7,.410,0.3,1.1,.286,4.5,10.7,.422,.423,2.2,2.7,.803,1.0,1.6,2.6,3.0,1.6,0.6,2.1,1.9,12.1
100,Craig Ehlo,SG,29,CLE,82,68,33.7,4.2,9.4,.445,0.6,1.8,.329,3.6,7.6,.473,.477,1.2,1.7,.679,1.7,3.0,4.7,4.6,1.5,0.4,2.0,2.5,10.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Mario Elie,SF-SG,27,TOT,33,0,19.5,2.4,4.8,.497,0.1,0.3,.400,2.3,4.5,.503,.509,2.3,2.7,.843,1.4,1.9,3.3,1.4,0.6,0.3,0.9,2.6,7.2
102,Sean Elliott,SF,22,SAS,82,82,37.1,5.8,11.9,.490,0.2,0.8,.313,5.6,11.1,.502,.500,4.0,4.9,.808,1.7,3.8,5.6,2.9,0.8,0.4,1.8,2.3,15.9
103,Dale Ellis,SG,30,TOT,51,24,27.9,6.7,14.1,.474,1.1,3.1,.363,5.5,11.0,.504,.513,2.4,3.3,.723,1.3,2.1,3.4,1.9,1.0,0.2,1.6,2.2,16.8
104,Pervis Ellison,C,23,WSB,76,30,25.6,4.3,8.4,.513,0.0,0.1,.000,4.3,8.3,.517,.513,1.8,2.8,.650,2.9,4.8,7.7,1.3,0.6,2.1,1.9,3.5,10.4
105,A.J. English,SG,23,WSB,70,12,20.6,3.6,8.2,.439,0.0,0.4,.097,3.5,7.7,.458,.441,1.6,2.2,.707,0.9,1.2,2.1,2.5,0.4,0.2,1.6,1.8,8.8
106,Alex English*,SF,37,DAL,79,26,22.1,4.1,9.3,.439,0.0,0.0,.000,4.1,9.3,.439,.439,1.5,1.8,.850,1.4,1.8,3.2,1.3,0.5,0.3,1.3,1.8,9.7
107,Patrick Ewing*,C,28,NYK,81,81,38.3,10.4,20.3,.514,0.0,0.1,.000,10.4,20.2,.516,.514,5.7,7.7,.745,2.4,8.8,11.2,3.0,1.0,3.2,3.6,3.5,26.6
108,Jim Farmer,SG,26,TOT,27,1,16.9,3.7,8.3,.453,0.2,0.9,.217,3.6,7.4,.480,.464,1.8,2.4,.738,1.1,1.4,2.5,1.4,0.5,0.1,1.4,2.1,9.4
109,Dave Feitl,C,28,HOU,52,2,7.2,1.0,2.7,.371,0.0,0.1,.000,1.0,2.6,.380,.371,0.6,0.8,.750,0.6,1.4,1.9,0.2,0.1,0.2,0.5,1.0,2.6
110,Duane Ferrell,SF,25,ATL,78,2,14.9,2.2,4.6,.489,0.0,0.0,.667,2.2,4.5,.487,.492,1.6,2.0,.801,1.2,1.1,2.3,0.7,0.4,0.3,1.0,1.9,6.1
111,Danny Ferry,PF,24,CLE,81,2,20.5,3.4,7.9,.428,0.3,1.0,.299,3.1,7.0,.445,.446,1.5,1.9,.816,1.2,2.3,3.5,1.8,0.5,0.3,1.5,2.8,8.6
112,Vern Fleming,PG,28,IND,69,45,28.0,5.2,9.7,.531,0.1,0.3,.222,5.1,9.5,.539,.534,2.3,3.2,.729,1.2,1.9,3.1,5.3,1.1,0.2,2.0,1.7,12.7
113,Sleepy Floyd,PG,30,HOU,82,4,22.6,4.7,11.5,.411,0.6,2.1,.273,4.1,9.3,.443,.437,2.3,3.0,.752,0.6,1.3,1.9,3.9,1.2,0.2,1.7,1.5,12.3
114,Greg Foster,PF,22,WSB,54,3,11.2,1.8,3.9,.460,0.0,0.1,.000,1.8,3.8,.471,.460,0.8,1.1,.689,1.0,1.8,2.8,0.7,0.2,0.4,0.8,2.1,4.4
115,Anthony Frederick,SF,26,SAC,35,3,13.6,1.9,4.8,.399,0.0,0.0,,1.9,4.8,.399,.399,1.2,1.7,.717,1.0,1.4,2.4,1.3,0.6,0.4,1.1,1.4,5.1
116,Corey Gaines,SG,25,DEN,10,2,22.6,2.8,7.0,.400,0.5,2.1,.238,2.3,4.9,.469,.436,2.2,2.6,.846,0.4,1.0,1.4,9.1,1.0,0.2,2.3,2.5,8.3
117,Kevin Gamble,SF,25,BOS,82,76,33.0,6.7,11.4,.587,0.0,0.1,.000,6.7,11.3,.592,.587,2.3,2.8,.815,1.0,2.2,3.3,3.1,1.2,0.4,1.8,2.9,15.6
118,Winston Garland,PG,26,LAC,69,26,24.7,3.2,7.5,.426,0.1,0.4,.154,3.1,7.1,.440,.430,1.7,2.3,.752,0.7,2.2,2.9,4.6,1.4,0.1,1.7,2.7,8.2
119,Tom Garrick,SG,24,LAC,67,0,14.2,1.5,3.5,.424,0.0,0.3,.000,1.5,3.2,.467,.424,0.9,1.2,.759,0.6,1.3,1.9,3.3,0.9,0.0,1.0,1.5,3.9
120,Kenny Gattison,PF,26,CHH,72,6,21.6,3.4,6.3,.532,0.0,0.0,.000,3.4,6.3,.534,.532,2.3,3.4,.661,1.9,3.4,5.3,0.6,0.7,0.9,1.4,2.9,9.0
